Supplementary Table S1: Summary of identified proteins,,,,,,,,,,,,,,,,,,,
id,Class,Protein.ID,RefSeq,Offical gene symbol,Uniprot,log2FC.experiment L1,log2FC.experiment H1 (label swap),log2FC.experiment L2,mean log2FC (experiment 1-3),log10 iBAQ,Functional Group,RNA binding,spliceosome,nucleolus,OMIM Phenotype,Phenotype MIM number,RNA-binding prediction (% precision),mRNA-binding prediction (% precision),ssRNA-binding prediction (% precision)
642,I,IPI00099996,NP_060289,RG9MTD1,Q7L0Y3;C9JVB6,-4.705720981,2.524289393,-3.315737806,3.5152493933,7.1928134537,nuclease,,,,,,50,,
61,I,IPI00000162,NP_001036100,NGDN,Q8NEJ9-1;Q8NEJ9;Q8NEJ9-2,-3.645425974,2.084166339,-4.805509453,3.5117005887,6.9810779998,candidate mRNA binder,,,x,,,20,,
525,I,IPI00027808,NP_000929,POLR2B,P30876,-4.51292532,2.172615522,-3.841352749,3.5089645303,6.0889821875,RNAbinding,,,,,,,,
759,I,IPI00181728,NP_060791,BRIX1,Q8TDN6;A0JLQ5;B4E0B8;Q9NUW4,-3.96368939,2.17040582,-4.391077238,3.508390816,7.2838243934,candidate mRNA binder,,,x,,,,,
575,I,IPI00031615,NP_115714,LLPH,Q9BRT6,-4.357329847,1.950767001,-4.213597683,3.5072315103,6.7410585821,candidate mRNA binder,,,x,,,0,,
1090,I,IPI00396435,NP_001349,DHX15,O43143;B4E0S6,-4.576148644,2.519114115,-3.379635054,3.4916326043,7.7916578066,helicase,x,x,,,,80,20,
612,I,IPI00036742,NP_056311,KIAA1429,Q69YN4-1;Q69YN4;Q69YN4-3;Q69YN4-2;Q69YN4-4,-4.188522393,2.471941784,-3.807326068,3.489263415,7.3817509034,other,,,,,,80,50,
528,I,IPI00027838,NP_113680,RBM4B,Q9BQ04,-5.071306019,2.322908794,-3.059134158,3.484449657,6.445244003,RNAbinding,x,,,,,,20,
606,I,IPI00033561,NP_006702 ,RNPS1,Q15287-1;Q15287;Q15287-2;Q15287-3;C9JEV2,-4.314761304,2.446494453,-3.678866183,3.4800406467,7.5888266886,RNAbinding,x,x,,,,,,
667,I,IPI00143753,NP_001073884 ,U2SURP,O15042-1;O15042;O15042-2;O15042-3;C9JB80,-4.79301677,2.281282813,-3.348089092,3.4741295583,6.6700530612,RNAbinding,x,x,,,,,20,
373,I,IPI00019244,NP_002506,NOVA1,P51513-1;P51513;P51513-4;A8K603;B7Z770;P51513-3;P51513-2,-3.015315871,3.000180326,-4.406445437,3.4739805447,6.5811597276,RNAbinding,x,,,,,,20,
515,I,IPI00027445,NP_036340,HARS2,P49590;B2R7G6;B4DDY8;C9JV49;C9JW95;B4DDN8;B4DSY5;C9JHI8;B4DQ67;C9JYL8,-4.375541577,2.369773556,-3.643044902,3.4627866783,6.4784136975,candidate mRNA binder,,,,,,50,,
992,I,IPI00302238,NP_036270,AATF,Q9NY61,-3.29505723,2.373119196,-4.680419058,3.449531828,6.8658242387,candidate mRNA binder,,,x,,,20,,
66,I,IPI00000686,NP_057280,RBM19,Q9Y4C8;A8K5X9,-3.841270034,1.717210299,-4.783528993,3.447336442,6.3294414664,RNAbinding,x,,x,,,,,
1183,I,IPI00456940,NP_940888,RPL7L1,Q6DKI1;A8K5J5;B3KMP5;B7Z4G0;B7Z652,-4.117286529,2.253989266,-3.965243375,3.44550639,6.6225967124,ribosomal,,,,,,,,
1194,I,IPI00465233,NP_057175,EIF3L,B0QY89;B3KPB9;Q9Y262;B4DQF6;B4DYB2;B0QY90;B3KNG0;Q7Z5X3;Q8N7H0,-4.072397803,2.185359135,-4.078088435,3.445281791,6.7608677907,translationfactor,x,,,,,,,
1094,I,IPI00903256,NP_079100,ZC3H14,B5MBX9;Q6PJT7-1;Q6PJT7;B5MDV7;Q6PJT7-2;B4E2H4;B5MD57;Q6PJT7-7;Q6PJT7-5;Q6PJT7-3;Q6PJT7-4;B4DXU8;B4DZW7,-4.482065228,2.26933243,-3.558125622,3.43650776,6.261955228,RNAbinding,x,,,,,,,
646,I,IPI00101186,NP_055994,RRP12,Q5JTH9-1;Q5JTH9;B3KMR5;B3KPQ2;B3KY97;B4DK00;Q5JTH9-2,-3.673131353,2.264896684,-4.364682081,3.434236706,6.9892136207,candidate mRNA binder,,,x,,,20,,
1325,I,IPI00747877,NP_078947,ZNF768,Q9H5H4;B2RD90;B7Z2Y7,-4.181175611,2.543718581,-3.568888425,3.4312608723,6.1951971596,candidate mRNA binder,,,,,,20,,
717,I,IPI00170786,NP_057396,WBP11,Q9Y2W2;B4DMD3;B4DY34,-3.960900921,2.152832405,-4.175950721,3.4298946823,6.0449672502,candidate mRNA binder,,x,x,,,80,20,
178,I,IPI00007334,NP_055792,ACIN1,Q9UKV3-1;Q9UKV3;B2RTT4;B4DQZ7;Q69YJ6;Q9UKV3-2;Q9UKV3-3,-4.614226622,2.247198389,-3.355645301,3.405690104,6.3496615928,RNAbinding,x,x,,,,20,,
169,I,IPI00007001,NP_057134,MRPL11,Q9Y3B7;Q53G19;Q32P46;A6NLT0,-4.147700666,2.610156705,-3.454458574,3.404105315,7.5771606942,ribosomal,,,,,,50,,
1381,I,IPI00844014,NP_057474,C9orf114,Q5T280;B4E0X4,-3.70316321,2.07618281,-4.4275255,3.4022905067,6.3394921856,candidate mRNA binder,,,,,,0,,
1148,I,IPI00419585,NP_066953,PPIA,P62937;A8K220;A8K486;B2RE56;Q71V99;B4DM82;Q567Q0;C9J5S7;C9JQJ3,-5.0578361,1.826233221,-3.285600603,3.3898899747,7.1188290225,candidate mRNA binder,,,,,,20,,
1139,I,IPI00414973,NP_068598,FASTKD5,Q7L8L6;B4DWZ8,-3.687595046,2.377012662,-4.104970431,3.3898593797,6.0870364375,candidate mRNA binder,,,,,,0,,
136,I,IPI00005614,NP_003119,SPTBN1,Q01082-1;Q01082;B2ZZ89;B4DIF8;Q01082-2;Q53RC4;Q01082-3;B2RP63;Q8WYB3,-5.759453637,1.614380048,-2.788265082,3.3873662557,4.7435756479,candidate mRNA binder,,,,,,0,,
808,I,IPI00217355,NP_054872,ZC3H7A,Q8IWR0-1;Q8IWR0;Q8IWJ6;Q9NXC8,-3.332730945,2.638514111,-4.16516907,3.3788047087,6.1730135925,RNAbinding,x,,,,,20,,
1342,I,IPI00784161,NP_003161,SUPT6H,Q7KZ85-1;Q7KZ85;A7E2B4,-3.896082118,2.361403429,-3.868784572,3.375423373,6.3027168069,RNAbinding,x,,,,,,,
768,I,IPI00790292,NP_115727,MRPL45,B4DEF8;Q9BRJ2,-3.9422406,2.211386062,-3.97000583,3.374544164,5.9561678038,ribosomal,,,,,,50,,
952,I,IPI00297241,NP_055640,URB1,O60287,-3.777917585,2.300533772,-4.026534195,3.3683285173,6.0234361774,candidate mRNA binder,,,x,,,20,,
625,I,IPI00060715,NP_612453,KCTD12,Q96CX2;B3KY04,-4.242826516,1.808096689,-4.011843959,3.3542557213,6.3687647342,candidate mRNA binder,,,,,,0,,
384,I,IPI00792743,NP_079031  ,SLTM,Q9NWH9;A8K5V8;C9J6W5,-3.683882069,2.628003641,-3.730152948,3.3473462193,7.6196858265,RNAbinding,x,,x,,,,,
364,I,IPI00018235,NP_036524,PEF1,Q9UBV8,-4.164418657,2.469729719,-3.396961712,3.3437033627,6.1610632902,candidate mRNA binder,,,,,,0,,
1248,I,IPI00552073,NP_003578 ,DHX16,O60231;Q5SQH4;A2AB15;B4DZ28;B0V0F8;Q6PKC8;Q5SQH5,-4.2240207,2.320340257,-3.473402297,3.339254418,7.0044646816,helicase,,,,,,80,50,
1152,I,IPI00420014,NP_054733,SNRNP200,O75643-1;O75643;A2RRQ7;A4FU77;B4E150;Q5ZF01;Q7L5W4;Q9H8B9;Q9P172;Q9UNV9,-3.005898236,1.983714172,-5.026181564,3.3385979907,4.9478154341,helicase,x,x,x,,,80,20,20
731,I,IPI00175136,NP_037418,RBM15B,Q8NDT2;A4QPG7;Q0VA89;Q13722,-3.849440323,2.409716779,-3.738158715,3.3324386057,6.6333927885,RNAbinding,x,,,,,,80,
1012,I,IPI00304932,NP_056139,RRP8,O43159,-3.571201549,2.278549816,-4.139846053,3.329865806,6.4857994789,candidate mRNA binder,,,x,,,50,,
192,I,IPI00395337,NP_112179,FIP1L1,Q6UN15-1;Q6UN15;Q6UN15-4;B4DIR3;Q6UN15-3;B4DTW7,-2.859666326,2.429107082,-4.66862956,3.3191343227,6.5567317575,RNAbinding,x,,,,,,,
1280,I,IPI00641990,NP_112483 ,LAS1L,Q9Y4W2-1;Q9Y4W2;A9X410;Q9Y4W2-2;Q9Y4W2-3;A9X412;B3KNR6;B3KUJ7,-3.824576319,2.758217884,-3.368625601,3.3171399347,6.5536182667,candidate mRNA binder,,,x,,,20,,
577,I,IPI00031650,NP_115725,NUDT16L1,Q9BRJ7-1;Q9BRJ7;B2RD96;Q9BRJ7-2,-4.458560494,2.330328927,-3.135934725,3.3082747153,6.7045526538,candidate mRNA binder,,,x,,,20,,
1201,I,IPI00470596,NP_055312,ZNF638,Q14966-1;Q14966;A8K583;B4E187;Q14966-3;Q14966-4;Q14966-2;C9JWN0,-4.162118099,2.065434446,-3.690255696,3.3059360803,5.7865114627,RNAbinding,x,,,,,,20,
1435,I,IPI00924692,NP_001139542 ,TDRD3,Q9H7E2-3;Q9H7E2;Q9H7E2-1;Q9H7E2-2,-4.328058127,2.493647334,-3.090987319,3.3042309267,6.7992601171,candidate mRNA binder,,,,,,20,,
659,I,IPI00106491,NP_057267,MRTO4,Q9UKD2,-4.427215082,1.664801381,-3.816504593,3.302840352,6.6802391691,RNAbinding,x,,x,,,,,
1136,I,IPI00414410,NP_054899 ,MRPL22,Q9NWU5-1;Q9NWU5;Q9NWU5-2;A6NGJ8,-4.005736002,2.260778432,-3.63922896,3.3019144647,5.9098016321,ribosomal,,,,,,50,,
663,I,IPI00107745,NP_057508,LUC7L3,O95232-1;O95232;A8K3C5;B4DJ96;Q6PKC2;Q86Y74,-3.81685018,2.261530815,-3.826478518,3.3016198377,7.1402230289,RNAbinding,x,,,,,,,
1310,I,IPI00657805,NP_061874,XRN1,Q8IZH2-1;Q8IZH2;Q8IZH2-2;B3KW17;C9K093,-2.654172186,3.785655167,-3.440263476,3.2933636097,5.6490829526,nuclease,x,,,,,,,
504,I,IPI00026606,NP_006744,SURF6,O75683;B3KNS8,-3.259253732,2.383966891,-4.231562418,3.291594347,7.0736963602,RNAbinding,x,,x,,,,,
1316,I,IPI00741537,NP_037450,PRRC2B,Q5JSZ5-2;Q5JSZ5;Q5H9R5;Q5JSZ8;Q5JSZ5-1;Q68CR0;Q9BU62,-3.664599069,2.288860539,-3.910718812,3.2880594733,6.3469475355,candidate mRNA binder,,,,,,0,,
324,I,IPI00015195,NP_001317,CSTF3,Q12996;B4DFQ5;B4DMA4,-4.460941467,2.630149156,-2.725374542,3.272155055,6.5284400876,RNAbinding,x,,,,,,,
629,I,IPI00071189,NP_277028,CDK11B,P21127-1;P21127;P21127-2;B4E3D9;B7ZVY7;Q6PK02;P21127-3;Q5QPR3;P21127-8;Q9UQ88-1;Q9UQ88;Q9UQ88-2;Q9UQ88-3;Q9UQ88-10;A8MSR3;B4E0M9;B4E0N4;Q05C84;Q9UQ88-4;P21127-9;Q4VBY6;Q5QPR4;Q96CA8;P21127-6;A4VCI5;Q6P5Y5;P21127-10;P21127-5;P21127-4;P21127-12;Q9UQ88-5,-3.486214176,2.725064905,-3.576819869,3.26269965,6.6193953126,candidate mRNA binder,,,,,,0,,
514,I,IPI00027415,NP_065916,DHX36,Q9H2U1-1;Q9H2U1;C9J6I2;Q9H2U1-3;Q9H2U1-2;B7Z8P5;C9IZ00,-4.307429968,2.840785475,-2.62602334,3.2580795943,6.8729287553,helicase,x,,,,,50,,
1097,I,IPI00397768,NP_060681,RAVER2,Q9HCJ3-2;Q9HCJ3;Q9HCJ3-1,-3.551564168,2.764791992,-3.415668576,3.2440082453,6.4359102364,RNAbinding,x,,,,,,,
162,I,IPI00006606,NP_110438,MRPS26,Q9BYN8,-3.282228177,2.497126915,-3.942750766,3.2407019527,6.4262806608,ribosomal,,,,,,20,,
627,I,IPI00063219,NP_612395,NAF1,Q96HR8,-4.834894588,1.922388165,-2.938984225,3.2320889927,6.6429242926,RNAbinding,x,,,,,,,
326,I,IPI00795917,NP_001093392,ALG13,B1AKD6;B7Z804;B7Z847;B7Z9A8;Q9H5U8;B1AKM1;B7Z6J0;B7ZAJ1;B7ZB57,-3.763249021,2.050083717,-3.851771313,3.2217013503,6.91247448,candidate mRNA binder,,,,,,0,,
599,I,IPI00032849,NP_057475,NOP16,Q9Y3C1;B4DV13;Q05D05;Q6PIM0,-3.775623795,2.729639775,-3.139744326,3.215002632,6.5695579749,candidate mRNA binder,,,x,,,50,,
933,I,IPI00293078,NP_060365,DDX27,Q96GQ7;B3GQE6;B7Z6D5;Q3MI07;Q53G15,-3.286726499,2.34673001,-4.001963401,3.2118066367,6.833615517,helicase,x,,x,,,,,
661,I,IPI00106638,NP_149103,RRP36,Q96EU6-1;Q96EU6;B2R9K5;Q96EU6-2,-3.328492844,2.395693498,-3.907251314,3.2104792187,6.8706288633,candidate mRNA binder,,,x,,,50,,
108,I,IPI00306380,NP_055181,GNL3,Q9BVP2-1;Q9BVP2;Q9BVP2-2;B4DMU5,-3.915413193,1.680954414,-4.02874598,3.2083711957,6.718881895,candidate mRNA binder,,,x,,,20,,
117,I,IPI00004273,NP_067062,RBM25,P49756-1;P49756;Q16083;P49756-4,-4.407149288,2.399964016,-2.789062592,3.1987252987,7.1128469535,RNAbinding,x,,,,,,,
960,I,IPI00298058,NP_003160  ,SUPT5H,O00267-1;O00267;B4DZJ7;O00267-2;B4DJK4;B4E0Q4,-4.126504899,2.158433979,-3.265760789,3.1835665557,6.698701857,RNAbinding,x,,,,,50,,
1006,I,IPI00304187,NP_060547 ,RBM28,Q9NW13;B4DJ90;B4DU52,-3.082652269,2.526494544,-3.912347075,3.173831296,7.1766594182,RNAbinding,x,,x,"Alopecia, neurologic defects, and endocrinopathy syndrome",612079,,50,
267,I,IPI00795627,NP_009139,MRPL3,B4DKM0;P09001;B4DW56;Q96Q75,-4.289742597,1.716156852,-3.504812428,3.1702372923,5.5734081094,ribosomal,,,,,,,,
1133,I,IPI00759562,NP_060228,ALKBH5,Q6P6C2-1;Q6P6C2;Q6P6C2-2;B4DVJ4,-3.506614998,1.989248023,-3.999861508,3.1652415097,7.2514054342,candidate mRNA binder,,,,,,0,,
338,I,IPI00029513,NP_079170,NOL10,Q9BSC4-1;Q9BSC4;B4DLV0;B4DS83;Q9BSC4-2,-3.644289063,2.024709736,-3.826437584,3.165145461,5.7394432568,candidate mRNA binder,,,x,,,50,,
804,I,IPI00217030,NP_000998,RPS4X,P62701;B2R491;Q53HV1;Q96IR1;P22090;A4FU11;Q496E4;Q53HI6;C9JEH7,-4.766229716,1.652188173,-3.076919294,3.1651123943,7.324288336,ribosomal,,,x,,,,20,
233,I,IPI00010653,NP_065118,REXO4,Q9GZR2-1;Q9GZR2;B4DJ95;B4E331,-3.953997953,1.929109248,-3.573174917,3.1520940393,6.338149315,nuclease,x,,x,,,50,,
619,I,IPI00045914,NP_055816,SPEN,Q96T58,-3.761545732,1.755143958,-3.925264408,3.1473180327,6.7247938163,RNAbinding,x,,,,,,,
1121,I,IPI00411886,NP_056473,NOC2L,Q9Y3T9;B3KNC3;Q9H9J5;B4DY21,-2.84881659,1.86556255,-4.720212564,3.1448639013,6.0322291446,candidate mRNA binder,,,,,,50,,
100,I,IPI00003519,NP_004238,EFTUD2,Q15029;A8KAP3;B3KX19;B4DMC0;Q6IBM8;B4DK30;B4DZB1;Q8IXJ3;B3KWY2,-4.001778496,2.053910681,-3.370086694,3.1419252903,5.948570329,RNAbinding,x,,x,,,,20,
1203,I,IPI00791720,NP_060498,SAMD4B,Q5PRF9;A5Z0M6;Q8IXP7;Q66K25;Q8N2G5;Q9NW90,-3.035638337,1.758559027,-4.612319837,3.1355057337,6.4555974201,candidate mRNA binder,,,,,,0,,
698,I,IPI00166010,NP_057368,CNOT1,A5YKK6-1;A5YKK6;A5YKK6-2;B3KPW6;B3KS60;B4DYL7;B7Z6X2;A5YKK6-3;A5YKK6-4;B4DTM8,-3.412377699,1.846232534,-4.122327985,3.126979406,6.2720073659,candidate mRNA binder,,,,,,50,,
914,I,IPI00290952,NP_055871,RRP1B,Q14684-1;Q14684;Q6PJM8;Q14684-2;C9JHZ3,-3.511986885,2.176578094,-3.691522623,3.1266958673,6.8460309337,candidate mRNA binder,,,x,,,50,,
899,I,IPI00288941,NP_066018,NCOA5,Q9HCD5;B2RTV9,-3.912086429,2.300065137,-3.161007907,3.124386491,6.0477435147,candidate mRNA binder,,,,,,0,,
755,I,IPI00746412,NP_004710 ,SCAF11,Q99590-1;Q99590;B2RA91;B4DZM2;Q99590-2,-3.223104327,3.528446297,-2.595532803,3.1156944757,6.7308669306,candidate mRNA binder,,,,,,80,20,
184,I,IPI00007736,NP_036331,EIF2C1,Q9UL18;B2RAD8;B3KME0;Q5TA58,-3.855337516,2.424250286,-3.020574576,3.100054126,6.3790955015,translationfactor,x,,,,,,,
1041,I,IPI00333010,NP_006378,CHERP,Q8IWX8;B4DL82;B4DPM4;Q59ET1,-4.287684202,2.01649632,-2.978122343,3.094100955,6.7186399925,RNAbinding,x,x,,,,,,
803,I,IPI00216999,NP_777573,C14orf21,Q86U38;B3KVY3;Q5HYL4;A8MY76,-3.379680102,1.939903564,-3.962564359,3.0940493417,7.0222817027,RNAbinding,x,,x,,,,,
407,I,IPI00021417,NP_005137,SART1,O43290;B4DDH9,-4.88666222,1.893672852,-2.462276531,3.0808705343,6.078206437,candidate mRNA binder,,x,,,,80,20,
241,I,IPI00848174,NP_001885,CSNK1E,B3KRV2;P49674;Q53EZ1;Q5U045;P48730-1;P48730;B4E0G1;P48730-2;A2I2P2;B4DIJ9;B0QY34;B0QY35;B0QY33;Q59FJ7;B0QY36,-3.717742879,2.374844741,-3.091356153,3.061314591,5.5514145077,candidate mRNA binder,,,,,,0,,
87,I,IPI00002534,NP_037489,PURG,Q9UJV8-1;Q9UJV8;Q9UJV8-2,-2.470249004,2.707215546,-3.983087263,3.053517271,6.9268233004,RNAbinding,x,,,,,,,
81,I,IPI00619930,NP_079491,PUS1,Q9Y606-1;Q9Y606;Q9Y606-2,-3.393789001,1.788309851,-3.956302739,3.0461338637,6.0541376652,RNAmod,x,,,Mitochondrial myopathy and sideroblastic anemia 1,600462,,,
1051,I,IPI00337386,NP_060362,PRPF40A,O75400-2;O75400;Q05C41;B4DPY2;C9J0C4;Q4ZG51,-3.489840138,2.097914135,-3.547189521,3.0449812647,6.5220205685,candidate mRNA binder,,,,,,80,20,
1422,I,IPI00908873,NP_004732,NOLC1,Q14978-3;Q14978;Q14978-2;B2RAU8;Q14978-1;Q96J17,-4.060288969,1.679829119,-3.387555021,3.042557703,6.2059708325,RNAbinding,x,,x,,,,,
1128,I,IPI00413108,NP_002286,RPSA,P08865;C9J9K3;A6NE09;Q96RS2;C9JKH4,-3.404687311,2.077277186,-3.56166456,3.014543019,7.1342368907,ribosomal,,,,,,80,,
860,I,IPI00641364,NP_064615,PPAN,C9J3F9;Q9NQ55-1;Q9NQ55;C9J3W3;C9JW41;Q9NQ55-2;A8MV53,-3.11391034,2.251840259,-3.677019699,3.014256766,6.5401227712,candidate mRNA binder,,,,,,50,,
678,I,IPI00154590,NP_115766,MKI67IP,Q9BYG3;C9J6C5;B4DSM4;C9J808,-3.609869436,1.87935289,-3.534345183,3.0078558363,6.8664378128,RNAbinding,x,,x,,,,,
910,I,IPI00412344,NP_003128,SRPK1,Q96SB4-2;Q96SB4;A8K8B2;B4DS61;Q5R363,-3.957221204,1.894992331,-3.16501378,3.0057424383,6.5940387823,candidate mRNA binder,,,x,,,50,,
662,I,IPI00107113,NP_006640,UTP14A,Q9BVJ6-1;Q9BVJ6;B4DQ08;B4E343;Q9BVJ6-2;O60531,-2.406521926,2.444720067,-4.154981323,3.0020744387,6.3904282113,candidate mRNA binder,,,x,,,50,,
1017,I,IPI00306369,NP_060225,NSUN2,Q08J23;A8K529;B3KP09;B4DQW2,-3.842676835,1.815985227,-3.330000877,2.9962209797,7.0671423022,RNAmod,x,,,,,,,
465,I,IPI00024364,NP_002261,TNPO1,Q92973-1;Q92973;Q92973-2;Q92973-3,-2.870281767,2.135042286,-3.947105606,2.9841432197,6.2130783898,candidate mRNA binder,,,,,,20,,
591,I,IPI00032423,NP_008941,DDX52,Q9Y2R4;Q59H21;A8MTP9;B3KM65,-3.841621606,1.702435914,-3.406170111,2.9834092103,6.9361114317,helicase,x,,x,,,,,
526,I,IPI00027831,NP_113673,GRWD1,Q9BQ67;A0MNN5;B2RDP6;Q8NCK5;Q8TCJ8,-3.26867771,2.506830408,-3.018936479,2.9314815323,6.1378674678,candidate mRNA binder,,,x,,,50,,
1263,I,IPI00872929,NP_055323,APOBEC3C,Q59GY0;Q9NRW3,-3.655735059,2.756404206,-2.321062737,2.911067334,6.7294084199,RNAbinding,x,,,,,50,,
1070,I,IPI00385042,NP_036473,GTPBP4,Q9BZE4;B3KMC5;B4DHR2;B4DY13;B7Z7A3;Q53GS0;Q8N4P8,-3.607950806,2.146264195,-2.968491877,2.9075689593,6.9119876183,candidate mRNA binder,,,,,,20,,
986,I,IPI00301323,NP_006764,DDX18,Q9NVP1;Q4ZG72;Q53TI6;Q8N254,-2.994470661,1.833051992,-3.815387083,2.880969912,7.4155619718,helicase,x,,x,,,,,
1245,I,IPI00550766,NP_003674,RRP1,P56182;Q53FR7;Q6PJJ2;Q96J73;B4DZM3,-2.343146718,1.752534526,-4.442222329,2.8459678577,6.4663324789,candidate mRNA binder,,,,,,50,,
1101,I,IPI00399254,NP_001096123,OTUD4,Q01804-1;Q01804;B4DYS4,-3.361357077,2.19266762,-2.93622097,2.830081889,5.9595999054,candidate mRNA binder,,,,,,0,,
834,I,IPI00218620,NP_620305,SON,P18583-5;P18583;P18583-9;P18583-1;P18583-7;P18583-2;C9JU71;P18583-4;C9J733;P18583-10;P18583-3;P18583-8;A0JLP4;Q3SWV4;Q6PKE0;P18583-6,-2.790459295,2.014748053,-3.683789367,2.8296655717,7.0416494756,RNAbinding,x,,,,,,20,
1268,I,IPI00604491,NP_078893,ZCCHC6,Q5VYS8-1;Q5VYS8;Q5VYS8-6;Q5VYS8-4,-2.896146556,1.743730376,-3.755025286,2.7983007393,6.0969798849,RNAbinding,x,,,,,50,,
456,I,IPI00023972,NP_057439  ,DDX47,Q9H0S4;Q53GJ1;Q7Z4B1;Q9H4E3;A4UCU0;Q9UI98,-2.985530439,1.900799199,-3.469034345,2.7851213277,6.2036050385,helicase,x,,x,,,,,
584,I,IPI00031820,NP_004452,FARSA,Q9Y285;Q6IBR2;B4E363,-3.282508912,1.678793072,-3.323299307,2.7615337637,5.6664146878,RNAbinding,x,,,,,,,
959,I,IPI00297900,NP_004389,DDX10,Q13206;Q59EC7;Q86VR6;B4DKX3,-2.698716727,1.796639282,-3.782496283,2.7592840973,6.3038955506,helicase,x,,x,,,,,20
491,I,IPI00893746,NP_004999,NHP2L1,B1AHD1;C9JMP8;P55769;Q6FHM6;C9J9R8,-4.093300237,1.646439186,-2.532574431,2.7574379513,6.1565824641,RNAbinding,x,x,x,,,,,
166,I,IPI00006932,NP_057103 ,LUC7L2,Q9Y383-1;Q9Y383;B3KSL5;B7Z4Q3;B7Z500;Q9Y383-2;B3KRR1;B3KSP8,-3.069149143,2.215305839,-2.912129867,2.7321949497,7.0043069101,RNAbinding,x,,x,,,20,,
449,I,IPI00023409,NP_542199,UPF3B,Q9BZI7-1;Q9BZI7;Q9BZI7-2;B3KSJ3;Q0VAK7,-3.102465256,1.937269054,-3.064434647,2.7013896523,6.8029625787,RNAbinding,x,,x,"Mental retardation, X-linked, syndromic 14",300676,,,
280,I,IPI00013068,NP_001559,EIF3E,P60228;B2R806;B3KW56;Q6IAX5,-2.456246781,2.108156418,-3.429125207,2.6645094687,6.6145587799,translationfactor,x,,,,,,,
640,I,IPI00908461,NP_057589,ZCCHC17,B4DYA9;Q9NP64-1;Q9NP64;B4DY38;Q9NP64-2,-3.08033194,1.68063942,-3.230126726,2.663699362,5.7472952553,RNAbinding,x,,,,,,,
312,I,IPI00014253,NP_055984,RRS1,Q15050,-2.650362969,1.910924497,-3.349279549,2.6368556717,7.6098901758,candidate mRNA binder,,,x,,,50,,
1402,I,IPI00873899,NP_001020262,ABCF1,Q8NE71-1;Q8NE71;A2BF75;Q59F96;Q8NE71-2;Q2L6I2,-3.409569481,1.608620024,-2.831460651,2.616550052,5.7697129219,RNAbinding,x,,x,,,,,
996,I,IPI00302850,NP_008869,SNRPD1,P62314;B5BTZ1;Q7Z5A3,-3.430244503,1.819790787,-2.547594337,2.5992098757,8.0144054397,RNAbinding,x,x,,,,,20,
174,I,IPI00007175,NP_057185,NIP7,Q9Y221-1;Q9Y221;Q9Y221-2;B3KM49,-3.390819961,1.589427937,-2.676964341,2.5524040797,5.8759376534,ribosomal,x,,x,,,,,
961,I,IPI00815944,NP_001128715 ,TCOF1,Q13428-3;Q13428;Q13428-2;Q13428-4;Q13428-1;Q59FZ2;Q9UFD4;Q13428-5,-2.889289322,1.907429101,-2.718521323,2.5050799153,7.056162706,candidate mRNA binder,,,x,Treacher Collins syndrome 1,154500,20,,
545,I,IPI00029400,NP_976225,ZRANB2,O95218-1;O95218;O95218-2,-2.627627325,1.977206642,-2.59570721,2.4001803923,6.6745662597,RNAbinding,x,,,,,,20,
679,I,IPI00154614,NP_149105,ZCRB1,Q8TBF4;Q05DR1,-1.768813387,3.033405381,-5.333050759,3.3784231757,6.3433607839,RNAbinding,x,,x,,,,20,
1007,I,IPI00304493,NP_689759,SRFBP1,Q8NEF9,-2.161266015,2.947198584,-4.690628206,3.2663642683,6.6737875232,candidate mRNA binder,,,x,,,20,,
317,I,IPI00014812,NP_061870,MRPS21,P82921;Q5TB11,-5.091971086,2.874482233,-1.816341992,3.2609317703,7.1018370845,ribosomal,,,,,,50,,
352,I,IPI00017726,NP_004484,HSD17B10,Q99714-1;Q99714;Q6IBS9;Q99714-2,-4.327073253,3.166667247,-2.094248621,3.1959963737,7.4596508482,metabolicEnz,,,,"17-beta-hydroxysteroid dehydrogenase X deficiency ; Mental retardation, X-linked 17/31, microduplication; Mental retardation, X-linked syndromic 10 ","300438, 300705, 300220",20,,
837,I,IPI00879004,NP_001058,TOP2A,P11388-4;P11388;P11388-3;P11388-2;A6NDM0;C9J4C3;P11388-1;C9J5P2;C9JGD1,-1.694601419,2.135173658,-5.726768201,3.185514426,5.3114205092,candidate mRNA binder,,,,,,0,,
1093,I,IPI00410040,NP_057572,PPHLN1,Q8NEY8-2;Q8NEY8;Q8NEY8-8;Q8NEY8-6;B5MDD4;B7Z615;B7Z8L1,-4.265067152,2.952053947,-1.874613395,3.0305781647,5.8300446318,candidate mRNA binder,,,,,,0,,
1038,I,IPI00332157,NP_758455,MRPL54,Q6P161,-4.461418134,2.169444023,-2.31387154,2.981577899,6.2519259169,ribosomal,,,,,,50,,
151,I,IPI00006099,NP_055568,BMS1,Q14692;Q5QPT5,-2.193964717,2.069324088,-4.166152961,2.809813922,6.2877840372,candidate mRNA binder,,,x,,,50,,
1066,I,IPI00789639,NP_055496,DHX34,B4DMY8;B4E3G3;Q14147,-1.983075856,2.34246941,-3.957871203,2.761138823,4.6212169357,helicase,x,,,,,,,
908,I,IPI00290204,NP_003080 ,SNRNP70,P08621-1;P08621;A8KAQ5;P08621-2;B3KPV0;Q9UFS1;P08621-3,-2.220210793,2.150494689,-3.877663894,2.7494564587,8.5432260689,RNAbinding,x,,x,,,,50,
