UNIQUE	ID	Name	Description	HEK293-RIC	HuH7-IC	HeLa-RNPxl	HeLa-IC	HeLa-RBDmap	K562-serIC-chr	K562-serIC	Enzyme	Metabolism	"""Metabolic.Enzyme"""
MDH1	ENSG00000014641	MDH1	malate dehydrogenase 1	no	no	no	no	YES	no	no	TRUE	TRUE	TRUE
MDH2	ENSG00000146701	MDH2	malate dehydrogenase 2	YES	YES	no	YES	YES	no	no	TRUE	TRUE	TRUE
MECP2	ENSG00000169057	MECP2	methyl-CpG binding protein 2	no	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
MEPCE	ENSG00000146834	MEPCE	methylphosphate capping enzyme	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
METAP2	ENSG00000111142	METAP2	methionyl aminopeptidase 2	no	no	no	YES	no	no	no	TRUE	FALSE	FALSE
METTL16	ENSG00000127804	METTL16	methyltransferase like 16	YES	no	no	YES	no	YES	YES	FALSE	FALSE	FALSE
METTL8	ENSG00000123600	METTL8	methyltransferase like 8	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
MEX3A	ENSG00000254726	MEX3A	mex-3 RNA binding family member A	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
MEX3B	ENSG00000183496	MEX3B	mex-3 RNA binding family member B	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
MEX3C	ENSG00000176624	MEX3C	mex-3 RNA binding family member C	YES	YES	no	YES	no	no	no	TRUE	FALSE	FALSE
MEX3D	ENSG00000181588	MEX3D	mex-3 RNA binding family member D	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
MFAP1	ENSG00000140259	MFAP1	microfibrillar associated protein 1	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
MGST1	ENSG00000008394	MGST1	microsomal glutathione S-transferase 1	no	YES	no	no	no	no	no	TRUE	TRUE	TRUE
MKI67	ENSG00000148773	MKI67	marker of proliferation Ki-67	no	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
MKRN1	ENSG00000133606	MKRN1	makorin ring finger protein 1	no	no	no	YES	no	no	no	TRUE	FALSE	FALSE
MKRN2	ENSG00000075975	MKRN2	makorin ring finger protein 2	YES	YES	no	no	no	no	no	TRUE	FALSE	FALSE
MKRN3	ENSG00000179455	MKRN3	makorin ring finger protein 3	no	YES	no	no	no	no	no	TRUE	FALSE	FALSE
MMAA	ENSG00000151611	MMAA	methylmalonic aciduria (cobalamin deficiency) cblA type	no	no	no	no	YES	no	no	FALSE	TRUE	FALSE
MOV10	ENSG00000155363	MOV10	Mov10 RISC complex RNA helicase	YES	YES	no	YES	no	no	YES	TRUE	FALSE	FALSE
MPHOSPH10	ENSG00000124383	MPHOSPH10	M-phase phosphoprotein 10	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
MRM1	ENSG00000274853;ENSG00000278619	MRM1	mitochondrial rRNA methyltransferase 1	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
MRM3	ENSG00000171861	MRM3	mitochondrial rRNA methyltransferase 3	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
MRPL1	ENSG00000169288	MRPL1	mitochondrial ribosomal protein L1	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
MRPL10	ENSG00000159111	MRPL10	mitochondrial ribosomal protein L10	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
MRPL11	ENSG00000174547	MRPL11	mitochondrial ribosomal protein L11	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
MRPL13	ENSG00000172172	MRPL13	mitochondrial ribosomal protein L13	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
MRPL14	ENSG00000180992	MRPL14	mitochondrial ribosomal protein L14	YES	no	no	no	YES	no	no	FALSE	FALSE	FALSE
MRPL15	ENSG00000137547	MRPL15	mitochondrial ribosomal protein L15	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
MRPL16	ENSG00000166902	MRPL16	mitochondrial ribosomal protein L16	no	no	no	no	no	no	YES	FALSE	FALSE	FALSE
MRPL19	ENSG00000115364	MRPL19	mitochondrial ribosomal protein L19	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
MRPL2	ENSG00000112651	MRPL2	mitochondrial ribosomal protein L2	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
MRPL20	ENSG00000242485	MRPL20	mitochondrial ribosomal protein L20	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
MRPL21	ENSG00000197345	MRPL21	mitochondrial ribosomal protein L21	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
MRPL22	ENSG00000082515	MRPL22	mitochondrial ribosomal protein L22	YES	no	no	no	YES	no	no	FALSE	FALSE	FALSE
MRPL24	ENSG00000143314	MRPL24	mitochondrial ribosomal protein L24	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
MRPL27	ENSG00000108826	MRPL27	mitochondrial ribosomal protein L27	YES	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
MRPL28	ENSG00000086504	MRPL28	mitochondrial ribosomal protein L28	no	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
MRPL3	ENSG00000114686	MRPL3	mitochondrial ribosomal protein L3	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
MRPL32	ENSG00000106591	MRPL32	mitochondrial ribosomal protein L32	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
MRPL34	ENSG00000130312	MRPL34	mitochondrial ribosomal protein L34	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
MRPL37	ENSG00000116221	MRPL37	mitochondrial ribosomal protein L37	no	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
MRPL39	ENSG00000154719	MRPL39	mitochondrial ribosomal protein L39	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
MRPL4	ENSG00000105364	MRPL4	mitochondrial ribosomal protein L4	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
MRPL40	ENSG00000185608	MRPL40	mitochondrial ribosomal protein L40	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
MRPL41	ENSG00000182154	MRPL41	mitochondrial ribosomal protein L41	YES	YES	no	YES	no	no	YES	FALSE	FALSE	FALSE
MRPL42	ENSG00000198015	MRPL42	mitochondrial ribosomal protein L42	no	YES	no	YES	no	no	YES	FALSE	FALSE	FALSE
MRPL43	ENSG00000055950	MRPL43	mitochondrial ribosomal protein L43	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
MRPL44	ENSG00000135900	MRPL44	mitochondrial ribosomal protein L44	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
MRPL45	ENSG00000277936;ENSG00000278845	MRPL45	mitochondrial ribosomal protein L45	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
MRPL51	ENSG00000111639	MRPL51	mitochondrial ribosomal protein L51	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
MRPL54	ENSG00000183617	MRPL54	mitochondrial ribosomal protein L54	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
MRPL57	ENSG00000173141	MRPL57	mitochondrial ribosomal protein L57	no	no	no	no	no	no	YES	FALSE	FALSE	FALSE
MRPL9	ENSG00000143436	MRPL9	mitochondrial ribosomal protein L9	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
MRPS10	ENSG00000048544	MRPS10	mitochondrial ribosomal protein S10	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
MRPS11	ENSG00000181991	MRPS11	mitochondrial ribosomal protein S11	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
MRPS12	ENSG00000283018;ENSG00000128626	MRPS12	mitochondrial ribosomal protein S12	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
MRPS14	ENSG00000120333	MRPS14	mitochondrial ribosomal protein S14	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
MRPS15	ENSG00000116898	MRPS15	mitochondrial ribosomal protein S15	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
MRPS18A	ENSG00000096080	MRPS18A	mitochondrial ribosomal protein S18A	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
MRPS18C	ENSG00000163319	MRPS18C	mitochondrial ribosomal protein S18C	no	YES	no	no	YES	no	no	FALSE	FALSE	FALSE
MRPS21	ENSG00000266472	MRPS21	mitochondrial ribosomal protein S21	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
MRPS23	ENSG00000181610	MRPS23	mitochondrial ribosomal protein S23	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
MRPS24	ENSG00000062582	MRPS24	mitochondrial ribosomal protein S24	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
MRPS26	ENSG00000125901	MRPS26	mitochondrial ribosomal protein S26	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
MRPS28	ENSG00000147586	MRPS28	mitochondrial ribosomal protein S28	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
MRPS30	ENSG00000112996	MRPS30	mitochondrial ribosomal protein S30	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
MRPS31	ENSG00000102738	MRPS31	mitochondrial ribosomal protein S31	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
MRPS35	ENSG00000061794	MRPS35	mitochondrial ribosomal protein S35	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
MRPS5	ENSG00000144029	MRPS5	mitochondrial ribosomal protein S5	YES	YES	no	YES	no	no	YES	FALSE	FALSE	FALSE
MRPS7	ENSG00000125445	MRPS7	mitochondrial ribosomal protein S7	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
MRPS9	ENSG00000135972	MRPS9	mitochondrial ribosomal protein S9	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
MRTO4	ENSG00000053372	MRTO4	MRT4 homolog, ribosome maturation factor	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
MSI1	ENSG00000135097	MSI1	musashi RNA binding protein 1	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
MSI2	ENSG00000153944	MSI2	musashi RNA binding protein 2	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
MSN	ENSG00000147065	MSN	moesin	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
MTCL1	ENSG00000168502	MTCL1	microtubule crosslinking factor 1	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
MTDH	ENSG00000147649	MTDH	metadherin	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
MTERF1	ENSG00000127989	MTERF1	mitochondrial transcription termination factor 1	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
MTHFD1	ENSG00000100714	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	no	no	no	no	YES	no	no	TRUE	TRUE	TRUE
MTHFSD	ENSG00000103248	MTHFSD	methenyltetrahydrofolate synthetase domain containing	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
MTIF2	ENSG00000085760	MTIF2	mitochondrial translational initiation factor 2	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
MTO1	ENSG00000135297	MTO1	mitochondrial tRNA translation optimization 1	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
MTPAP	ENSG00000107951	MTPAP	mitochondrial poly(A) polymerase	YES	YES	no	YES	no	no	YES	TRUE	FALSE	FALSE
MTRF1	ENSG00000120662	MTRF1	mitochondrial translation release factor 1	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
MYBBP1A	ENSG00000132382	MYBBP1A	MYB binding protein 1a	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
MYEF2	ENSG00000104177	MYEF2	myelin expression factor 2	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
MYH14	ENSG00000105357	MYH14	myosin heavy chain 14	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
MYH9	ENSG00000100345	MYH9	myosin heavy chain 9	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
MYO18A	ENSG00000196535	MYO18A	myosin XVIIIA	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
MYO5A	ENSG00000197535	MYO5A	myosin VA	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
NAA15	ENSG00000164134	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
NAA50	ENSG00000121579	NAA50	N(alpha)-acetyltransferase 50, NatE catalytic subunit	no	no	no	no	YES	no	no	TRUE	FALSE	FALSE
NAF1	ENSG00000145414	NAF1	nuclear assembly factor 1 ribonucleoprotein	YES	no	no	no	no	no	YES	FALSE	FALSE	FALSE
NAP1L1	ENSG00000187109	NAP1L1	nucleosome assembly protein 1 like 1	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
NAP1L4	ENSG00000205531	NAP1L4	nucleosome assembly protein 1 like 4	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
NARS	ENSG00000134440	NARS	asparaginyl-tRNA synthetase	no	YES	no	no	no	no	no	TRUE	FALSE	FALSE
NAT10	ENSG00000135372	NAT10	N-acetyltransferase 10	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
NBPF10	ENSG00000271425	NBPF10	neuroblastoma breakpoint family member 10	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
NCBP1	ENSG00000136937	NCBP1	nuclear cap binding protein subunit 1	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
NCBP2	ENSG00000114503	NCBP2	nuclear cap binding protein subunit 2	YES	no	no	YES	YES	no	no	FALSE	FALSE	FALSE
NCBP3	ENSG00000074356	NCBP3	nuclear cap binding subunit 3	YES	no	no	YES	no	no	YES	FALSE	FALSE	FALSE
NCL	ENSG00000115053	NCL	nucleolin	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
NCOA5	ENSG00000124160	NCOA5	nuclear receptor coactivator 5	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
NDRG1	ENSG00000104419	NDRG1	N-myc downstream regulated 1	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
NDRG2	ENSG00000165795	NDRG2	NDRG family member 2	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
NDRG4	ENSG00000103034	NDRG4	NDRG family member 4	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
NDUFS6	ENSG00000145494	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	no	no	no	no	YES	no	no	FALSE	TRUE	TRUE
NDUFV3	ENSG00000160194	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	YES	no	no	YES	no	no	no	FALSE	TRUE	TRUE
NELFE	ENSG00000204356	NELFE	negative elongation factor complex member E	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
NFX1	ENSG00000086102	NFX1	nuclear transcription factor, X-box binding 1	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
NGDN	ENSG00000129460	NGDN	neuroguidin	YES	no	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
NGRN	ENSG00000182768	NGRN	neugrin, neurite outgrowth associated	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
NHP2	ENSG00000145912	NHP2	NHP2 ribonucleoprotein	no	YES	no	YES	YES	YES	no	FALSE	FALSE	FALSE
NIFK	ENSG00000155438	NIFK	nucleolar protein interacting with the FHA domain of MKI67	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
NIP7	ENSG00000132603	NIP7	NIP7, nucleolar pre-rRNA processing protein	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
NKAP	ENSG00000101882	NKAP	NFKB activating protein	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
NKRF	ENSG00000186416	NKRF	NFKB repressing factor	YES	YES	no	YES	no	no	YES	FALSE	FALSE	FALSE
NKTR	ENSG00000114857	NKTR	natural killer cell triggering receptor	no	no	no	no	no	no	YES	TRUE	FALSE	FALSE
NLRP11	ENSG00000179873	NLRP11	NLR family pyrin domain containing 11	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
NMD3	ENSG00000169251	NMD3	NMD3 ribosome export adaptor	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
NME1	ENSG00000239672	NME1	NME/NM23 nucleoside diphosphate kinase 1	no	no	no	YES	YES	no	no	TRUE	TRUE	TRUE
NMT1	ENSG00000136448	NMT1	N-myristoyltransferase 1	no	YES	no	no	no	no	no	TRUE	FALSE	FALSE
NOA1	ENSG00000084092	NOA1	nitric oxide associated 1	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
NOC2L	ENSG00000188976	NOC2L	NOC2 like nucleolar associated transcriptional repressor	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
NOC3L	ENSG00000173145	NOC3L	NOC3 like DNA replication regulator	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
NOC4L	ENSG00000184967	NOC4L	nucleolar complex associated 4 homolog	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
NOL10	ENSG00000115761	NOL10	nucleolar protein 10	YES	no	no	YES	no	YES	YES	FALSE	FALSE	FALSE
NOL11	ENSG00000130935	NOL11	nucleolar protein 11	YES	YES	no	YES	no	YES	no	FALSE	FALSE	FALSE
NOL12	ENSG00000273899	NOL12	nucleolar protein 12	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
NOL6	ENSG00000165271	NOL6	nucleolar protein 6	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
NOL7	ENSG00000225921	NOL7	nucleolar protein 7	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
NOL8	ENSG00000198000	NOL8	nucleolar protein 8	YES	YES	no	YES	no	no	YES	FALSE	FALSE	FALSE
NOLC1	ENSG00000166197	NOLC1	nucleolar and coiled-body phosphoprotein 1	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
NOM1	ENSG00000146909	NOM1	nucleolar protein with MIF4G domain 1	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
NONO	ENSG00000147140	NONO	non-POU domain containing, octamer-binding	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
NOP14	ENSG00000087269	NOP14	NOP14 nucleolar protein	YES	no	no	YES	no	YES	YES	FALSE	FALSE	FALSE
NOP16	ENSG00000048162	NOP16	NOP16 nucleolar protein	YES	YES	no	YES	no	YES	YES	FALSE	FALSE	FALSE
NOP2	ENSG00000111641	NOP2	NOP2 nucleolar protein	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
NOP56	ENSG00000101361	NOP56	NOP56 ribonucleoprotein	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
NOP58	ENSG00000055044	NOP58	NOP58 ribonucleoprotein	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
NOP9	ENSG00000196943	NOP9	NOP9 nucleolar protein	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
NOSIP	ENSG00000142546	NOSIP	nitric oxide synthase interacting protein	no	YES	no	YES	no	no	no	TRUE	TRUE	TRUE
NOVA1	ENSG00000139910	NOVA1	NOVA alternative splicing regulator 1	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
NOVA2	ENSG00000104967	NOVA2	NOVA alternative splicing regulator 2	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
NPM1	ENSG00000181163	NPM1	nucleophosmin	YES	YES	no	YES	YES	YES	no	FALSE	FALSE	FALSE
NPM3	ENSG00000107833	NPM3	nucleophosmin/nucleoplasmin 3	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
NQO1	ENSG00000181019	NQO1	NAD(P)H quinone dehydrogenase 1	no	YES	no	YES	YES	no	no	TRUE	TRUE	TRUE
NSA2	ENSG00000164346	NSA2	NSA2, ribosome biogenesis homolog	YES	no	no	YES	no	no	no	FALSE	FALSE	FALSE
NSF	ENSG00000073969	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	no	no	no	no	YES	no	no	TRUE	FALSE	FALSE
NSFL1C	ENSG00000088833	NSFL1C	NSFL1 cofactor	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
NSRP1	ENSG00000126653	NSRP1	nuclear speckle splicing regulatory protein 1	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
NSUN2	ENSG00000037474	NSUN2	NOP2/Sun RNA methyltransferase family member 2	YES	YES	no	YES	YES	YES	no	TRUE	FALSE	FALSE
NSUN5	ENSG00000130305	NSUN5	NOP2/Sun RNA methyltransferase family member 5	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
NTPCR	ENSG00000135778	NTPCR	nucleoside-triphosphatase, cancer-related	YES	YES	no	no	no	no	no	TRUE	FALSE	FALSE
NUCKS1	ENSG00000069275	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1	YES	no	no	no	YES	no	no	FALSE	FALSE	FALSE
NUDT16L1	ENSG00000168101	NUDT16L1	nudix hydrolase 16 like 1	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
NUDT21	ENSG00000167005	NUDT21	nudix hydrolase 21	YES	YES	no	YES	no	no	YES	FALSE	FALSE	FALSE
NUFIP2	ENSG00000108256	NUFIP2	NUFIP2, FMR1 interacting protein 2	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
NUPL2	ENSG00000136243	NUPL2	nucleoporin like 2	YES	no	no	no	no	no	no	FALSE	TRUE	FALSE
NUSAP1	ENSG00000137804	NUSAP1	nucleolar and spindle associated protein 1	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
NVL	ENSG00000143748	NVL	nuclear VCP-like	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
NXF1	ENSG00000162231	NXF1	nuclear RNA export factor 1	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
OASL	ENSG00000135114	OASL	2'-5'-oligoadenylate synthetase like	no	no	no	YES	no	no	no	FALSE	FALSE	FALSE
OGN	ENSG00000106809	OGN	osteoglycin	no	no	no	no	YES	no	no	FALSE	TRUE	FALSE
OLA1	ENSG00000138430	OLA1	Obg like ATPase 1	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
OTUD4	ENSG00000164164	OTUD4	OTU deubiquitinase 4	YES	YES	no	no	no	no	no	TRUE	FALSE	FALSE
P2RX7	ENSG00000089041	P2RX7	purinergic receptor P2X 7	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
P4HB	ENSG00000185624	P4HB	prolyl 4-hydroxylase subunit beta	YES	YES	no	YES	YES	no	no	TRUE	TRUE	TRUE
PA2G4	ENSG00000170515	PA2G4	proliferation-associated 2G4	no	YES	no	YES	no	YES	no	FALSE	FALSE	FALSE
PABPC1	ENSG00000070756	PABPC1	poly(A) binding protein cytoplasmic 1	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
PABPC1L	ENSG00000101104	PABPC1L	poly(A) binding protein cytoplasmic 1 like	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
PABPC4	ENSG00000090621	PABPC4	poly(A) binding protein cytoplasmic 4	YES	YES	no	YES	YES	no	YES	FALSE	FALSE	FALSE
PABPC4L	ENSG00000254535	PABPC4L	poly(A) binding protein cytoplasmic 4 like	YES	YES	no	no	no	no	no	FALSE	FALSE	FALSE
PABPN1	ENSG00000100836	PABPN1	poly(A) binding protein nuclear 1	YES	YES	no	YES	YES	YES	YES	FALSE	FALSE	FALSE
PAFAH1B3	ENSG00000079462	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3	no	YES	no	no	no	no	no	TRUE	FALSE	FALSE
PAICS	ENSG00000128050	PAICS	phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase	no	YES	no	no	no	no	no	TRUE	TRUE	TRUE
PAIP1	ENSG00000172239	PAIP1	poly(A) binding protein interacting protein 1	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
PAPD5	ENSG00000121274	PAPD5	poly(A) RNA polymerase D5, non-canonical	YES	no	no	YES	no	no	no	TRUE	FALSE	FALSE
PARK7	ENSG00000116288	PARK7	Parkinsonism associated deglycase	no	no	no	no	YES	no	no	TRUE	FALSE	TRUE
PARN	ENSG00000140694	PARN	poly(A)-specific ribonuclease	no	no	no	YES	no	no	no	TRUE	FALSE	FALSE
PARP1	ENSG00000143799	PARP1	poly(ADP-ribose) polymerase 1	YES	no	no	YES	no	no	no	TRUE	FALSE	FALSE
PARP12	ENSG00000059378	PARP12	poly(ADP-ribose) polymerase family member 12	no	YES	no	YES	YES	no	no	TRUE	FALSE	FALSE
PATL1	ENSG00000166889	PATL1	PAT1 homolog 1, processing body mRNA decay factor	YES	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
PATZ1	ENSG00000100105	PATZ1	POZ/BTB and AT hook containing zinc finger 1	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
PAWR	ENSG00000177425	PAWR	pro-apoptotic WT1 regulator	no	YES	no	no	no	no	no	FALSE	FALSE	FALSE
PC	ENSG00000173599	PC	pyruvate carboxylase	no	YES	no	no	no	no	no	TRUE	TRUE	TRUE
PCBP1	ENSG00000169564	PCBP1	poly(rC) binding protein 1	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
PCBP2	ENSG00000197111	PCBP2	poly(rC) binding protein 2	YES	YES	YES	YES	YES	YES	YES	FALSE	FALSE	FALSE
PCBP3	ENSG00000183570	PCBP3	poly(rC) binding protein 3	no	YES	YES	YES	no	no	no	FALSE	FALSE	FALSE
PCBP4	ENSG00000090097	PCBP4	poly(rC) binding protein 4	no	YES	no	YES	no	no	no	FALSE	FALSE	FALSE
PCDH20	ENSG00000280165	PCDH20	protocadherin 20	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
PCDHGA9	ENSG00000261934	PCDHGA9	protocadherin gamma subfamily A, 9	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
PCNP	ENSG00000081154	PCNP	PEST proteolytic signal containing nuclear protein	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
PCSK9	ENSG00000169174	PCSK9	proprotein convertase subtilisin/kexin type 9	no	no	no	YES	no	no	no	FALSE	TRUE	FALSE
PDAP1	ENSG00000106244	PDAP1	PDGFA associated protein 1	YES	YES	no	no	YES	no	no	FALSE	FALSE	FALSE
PDCD11	ENSG00000148843	PDCD11	programmed cell death 11	YES	no	no	YES	YES	YES	no	FALSE	FALSE	FALSE
PDCD6IP	ENSG00000170248	PDCD6IP	programmed cell death 6 interacting protein	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
PDIA2	ENSG00000185615	PDIA2	protein disulfide isomerase family A member 2	no	no	no	no	YES	no	no	TRUE	FALSE	FALSE
PDIA3	ENSG00000167004	PDIA3	protein disulfide isomerase family A member 3	no	YES	no	YES	YES	no	no	TRUE	FALSE	FALSE
PDIA4	ENSG00000155660	PDIA4	protein disulfide isomerase family A member 4	no	no	no	YES	no	no	no	TRUE	FALSE	FALSE
PDLIM5	ENSG00000163110	PDLIM5	PDZ and LIM domain 5	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
PDS5A	ENSG00000121892	PDS5A	PDS5 cohesin associated factor A	no	no	no	no	YES	no	no	FALSE	FALSE	FALSE
PEBP1	ENSG00000089220	PEBP1	phosphatidylethanolamine binding protein 1	no	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
PEF1	ENSG00000162517	PEF1	penta-EF-hand domain containing 1	YES	no	no	no	no	no	no	FALSE	FALSE	FALSE
PEG10	ENSG00000242265	PEG10	paternally expressed 10	YES	YES	no	YES	YES	no	no	FALSE	FALSE	FALSE
