HuH7 mRNA interactome_Ensembl gene ID,HuH7 mRNA interactome_ENSEMBL Gene Name,HuH7 mRNA interactome_Entrez Gene ID,Uniprot,mRNA interactome status,average log2 fold change (cCL/control),padj cCL,average log2 fold change (PAR-CL/control),padj PAR-CL,HuH7 mRNA interactome_RNA biology status,HuH7 mRNA interactome_RBD,human mRNA interactomes_Ensembl gene ID,HeLa,HEK293,HuH7,human mRNA interactomes_ENSEMBL Gene Name,human mRNA interactomes_Entrez Gene ID,Uniprot entry,human mRNA interactomes_RNA biology status,human mRNA interactomes_RBD,enigmRBP,"""classical"" metablic enzyme",EC number,EC class,"Conserved ""core"" RBP",InParanoid Cluster ID,Uniprot ID,Organism
,,,,,,,,,,,ENSG00000140350,no evidence,mRNA interactome,no evidence,ANP32A,8125,P39687,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000122359,no evidence,mRNA interactome,no evidence,ANXA11,311,P50995,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000138279,no evidence,mRNA interactome,no evidence,ANXA7,310,P20073,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000164062,mRNA interactome,no evidence,no evidence,APEH,327,P13798,unknown,unknown,yes,yes,"3.4.19.1,",hydrolase,,,,
,,,,,,,,,,,ENSG00000179750,no evidence,mRNA interactome,no evidence,APOBEC3B,9582,Q9UH17,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000244509,mRNA interactome,mRNA interactome,no evidence,APOBEC3C,27350,Q9NRW3,unknown,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000128394,no evidence,mRNA interactome,no evidence,APOBEC3F,200316,Q8IUX4,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000095139,mRNA interactome,no evidence,no evidence,ARCN1,372,P48444,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000143761,no evidence,mRNA interactome,no evidence,ARF1,375,P84077,linked,unknown,,,,,core,571,P84077,H.sapiens
,,,,,,,,,,,ENSG00000076928,mRNA interactome,no evidence,no evidence,ARHGEF1,9138,Q92888,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000182196,mRNA interactome,mRNA interactome,no evidence,ARL6IP4,51329,Q66PJ3,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000130707,mRNA interactome,no evidence,no evidence,ASS1,445,P00966,unknown,unknown,yes,yes,"6.3.4.5,",ligase,,,,
,,,,,,,,,,,ENSG00000165629,mRNA interactome,no evidence,no evidence,ATP5C1,509,P36542,unknown,unknown,yes,yes,"3.6.1.14,",hydrolase,,,,
,,,,,,,,,,,ENSG00000107949,mRNA interactome,no evidence,no evidence,BCCIP,56647,Q9P287,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000170727,mRNA interactome,no evidence,no evidence,BOP1,23246,Q14137,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000130303,mRNA interactome,no evidence,no evidence,BST2,684,Q10589,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000137656,mRNA interactome,no evidence,no evidence,BUD13,84811,Q9BRD0,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000211450,no evidence,mRNA interactome,no evidence,C11orf31,280636,Q8IZQ5,unknown,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000100802,mRNA interactome,no evidence,no evidence,C14orf93,60686,Q9H972,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000188549,mRNA interactome,no evidence,no evidence,C15orf52,388115,Q6ZUT6,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000070761,no evidence,mRNA interactome,no evidence,C16orf80,29105,Q9Y6A4,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000143633,mRNA interactome,mRNA interactome,no evidence,C1orf131,128061,Q8NDD1,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000188004,no evidence,mRNA interactome,no evidence,C1orf204,284677,Q5VU13,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000162642,mRNA interactome,no evidence,no evidence,C1orf52,148423,Q8N6N3,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000273045,no evidence,mRNA interactome,no evidence,C2ORF15,150590,Q8WU43,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000123838,mRNA interactome,no evidence,no evidence,C4BPA,722,P04003,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000146540,mRNA interactome,no evidence,no evidence,C7orf50,84310,Q9BRJ6,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000105298,no evidence,mRNA interactome,no evidence,CACTIN,58509,Q8WUQ7,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000137944,no evidence,mRNA interactome,no evidence,CCBL2,56267,Q6YP21,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000181378,mRNA interactome,no evidence,no evidence,CCDC108,255101,Q6ZU64,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000185298,mRNA interactome,mRNA interactome,no evidence,CCDC137,339230,Q6PK04,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000133773,mRNA interactome,no evidence,no evidence,CCDC59,29080,Q9P031,unknown,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000168438,mRNA interactome,no evidence,no evidence,CDC40,51362,O60508,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000179604,mRNA interactome,no evidence,no evidence,CDC42EP4,23580,Q9H3Q1,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000096401,no evidence,mRNA interactome,no evidence,CDC5L,988,Q99459,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000008128,no evidence,mRNA interactome,no evidence,CDK11A,728642,Q9UQ88,linked,unknown,,yes,2.7.11.22,transferase,,,,
,,,,,,,,,,,ENSG00000065883,no evidence,mRNA interactome,no evidence,CDK13,8621,Q14004,linked,unknown,,yes,2.7.11.22,transferase,,,,
,,,,,,,,,,,ENSG00000147889,no evidence,mRNA interactome,no evidence,CDKN2A,1029,P42771,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000172586,no evidence,mRNA interactome,no evidence,CHCHD1,118487,Q96BP2,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000170004,mRNA interactome,no evidence,no evidence,CHD3,1107,Q12873,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000141076,mRNA interactome,no evidence,no evidence,CIRH1A,84916,Q969X6,linked,unknown,,,,,core,1126,Q969X6,H.sapiens
,,,,,,,,,,,ENSG00000145354,mRNA interactome,no evidence,no evidence,CISD2,493856,Q8N5K1,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000179335,mRNA interactome,mRNA interactome,no evidence,CLK3,1198,P49761,linked,unknown,,yes,"2.7.12.1,",transferase,,,,
,,,,,,,,,,,ENSG00000074201,mRNA interactome,no evidence,no evidence,CLNS1A,1207,P54105,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000187955,mRNA interactome,no evidence,no evidence,COL14A1,7373,Q05707,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000102879,mRNA interactome,no evidence,no evidence,CORO1A,11151,P31146,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000137449,mRNA interactome,mRNA interactome,no evidence,CPEB2,132864,Q7Z5Q1,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000085719,mRNA interactome,no evidence,no evidence,CPNE3,8895,O75131,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000101343,no evidence,mRNA interactome,no evidence,CRNKL1,51340,Q9BZJ0,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000213923,no evidence,mRNA interactome,no evidence,CSNK1E,1454,P49674,unknown,unknown,yes,yes,"2.7.11.1,",transferase,core,302,P49674,H.sapiens
,,,,,,,,,,,ENSG00000159176,mRNA interactome,no evidence,no evidence,CSRP1,1465,P21291,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000160213,mRNA interactome,no evidence,no evidence,CSTB,1476,P04080,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000101138,mRNA interactome,mRNA interactome,no evidence,CSTF1,1477,Q05048,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000176102,no evidence,mRNA interactome,no evidence,CSTF3,1479,Q12996,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000044115,mRNA interactome,no evidence,no evidence,CTNNA1,1495,P35221,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000150316,mRNA interactome,no evidence,no evidence,CWC15,51503,P04075,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000147231,no evidence,mRNA interactome,no evidence,CXorf57,55086,Q6NSI4,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000132676,mRNA interactome,mRNA interactome,no evidence,DAP3,7818,P51398,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000115866,mRNA interactome,no evidence,no evidence,DARS,1615,P14868,linked,recognized,,,,,core,199,P14868,H.sapiens
,,,,,,,,,,,ENSG00000138231,mRNA interactome,no evidence,no evidence,DBR1,51163,Q9UK59,linked,recognized,,,,,core,724,Q9UK59,H.sapiens
,,,,,,,,,,,ENSG00000161634,mRNA interactome,no evidence,no evidence,DCD,117159,P81605,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000011465,mRNA interactome,no evidence,no evidence,DCN,1634,P07585,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000174243,no evidence,mRNA interactome,no evidence,DDX23,9416,Q9BUQ8,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000182810,mRNA interactome,mRNA interactome,no evidence,DDX28,55794,Q9NUL7,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000125485,mRNA interactome,mRNA interactome,no evidence,DDX31,64794,Q9H8H2,linked,recognized,,,,,core,563,Q9H8H2,H.sapiens
,,,,,,,,,,,ENSG00000198563,no evidence,mRNA interactome,no evidence,DDX39B,7919,Q13838,linked,recognized,,,,,core,185,Q13838,H.sapiens
,,,,,,,,,,,ENSG00000215425,mRNA interactome,no evidence,no evidence,DDX39B,7919,Q13838,linked,recognized,,,,,core,185,Q13838,H.sapiens
,,,,,,,,,,,ENSG00000215301,mRNA interactome,mRNA interactome,no evidence,DDX3X,1654,O00571,linked,recognized,,,,,core,162,O00571,H.sapiens
,,,,,,,,,,,ENSG00000183258,mRNA interactome,mRNA interactome,no evidence,DDX41,51428,Q9UJV9,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000145833,no evidence,mRNA interactome,no evidence,DDX46,9879,Q7L014,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000111364,mRNA interactome,no evidence,no evidence,DDX55,57696,Q8NHQ9,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000204560,mRNA interactome,mRNA interactome,no evidence,DHX16,8449,O60231,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000132153,mRNA interactome,mRNA interactome,no evidence,DHX30,22907,Q7L2E3,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000005100,mRNA interactome,no evidence,no evidence,DHX33,56919,Q9H6R0,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000134815,no evidence,mRNA interactome,no evidence,DHX34,9704,Q14147,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000140829,no evidence,mRNA interactome,no evidence,DHX38,9785,Q92620,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000131504,mRNA interactome,no evidence,no evidence,DIAPH1,1729,O60610,unknown,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000101191,no evidence,mRNA interactome,no evidence,DIDO1,11083,Q9BTC0,unknown,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000117597,mRNA interactome,no evidence,no evidence,DIEXF,27042,Q68CQ4,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000130826,mRNA interactome,no evidence,no evidence,DKC1,1736,O60832,linked,recognized,,,,,core,143,O60832,H.sapiens
,,,,,,,,,,,ENSG00000132837,mRNA interactome,no evidence,no evidence,DMGDH,29958,Q9UI17,unknown,unknown,yes,yes,"1.5.99.2,",oxidoreductase,,,,
,,,,,,,,,,,ENSG00000105821,mRNA interactome,no evidence,no evidence,DNAJC2,27000,Q99543,linked,unknown,,,,,core,791,Q99543,H.sapiens
,,,,,,,,,,,ENSG00000168724,mRNA interactome,no evidence,no evidence,DNAJC21,134218,Q5F1R6,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000106976,no evidence,mRNA interactome,no evidence,DNM1,1759,Q05193,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000113360,mRNA interactome,mRNA interactome,no evidence,DROSHA,29102,Q9NRR4,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000096696,mRNA interactome,no evidence,no evidence,DSP,1832,P15924,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000161326,no evidence,mRNA interactome,no evidence,DUSP14,11072,O95147,unknown,unknown,yes,yes,3.1.3.16,hydrolase,,,,
,,,,,,,,,,,ENSG00000128951,mRNA interactome,no evidence,no evidence,DUT,1854,P33316,unknown,unknown,yes,yes,"3.6.1.23,",hydrolase,,,,
,,,,,,,,,,,ENSG00000197102,mRNA interactome,mRNA interactome,no evidence,DYNC1H1,1778,Q14204,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000144635,mRNA interactome,no evidence,no evidence,DYNC1LI1,51143,Q9Y6G9,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000173812,no evidence,mRNA interactome,no evidence,EIF1,10209,P41567,linked,unknown,,,,,core,1318,P41567,H.sapiens
,,,,,,,,,,,ENSG00000173674,mRNA interactome,mRNA interactome,no evidence,EIF1AX,1964,P47813,linked,recognized,,,,,core,997,P47813,H.sapiens
,,,,,,,,,,,ENSG00000055332,no evidence,mRNA interactome,no evidence,EIF2AK2,5610,P19525,linked,recognized,,yes,2.7.11.1,transferase,,,,
,,,,,,,,,,,ENSG00000184110,mRNA interactome,mRNA interactome,no evidence,EIF3C,8663,Q99613,linked,recognized,,,,,core,709,Q99613,H.sapiens
,,,,,,,,,,,ENSG00000135930,no evidence,mRNA interactome,no evidence,EIF4E2,9470,O60573,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000132507,no evidence,mRNA interactome,no evidence,EIF5A,1984,P63241,linked,recognized,,,,,core,898,P63241,H.sapiens
,,,,,,,,,,,ENSG00000107105,mRNA interactome,mRNA interactome,no evidence,ELAVL2,1993,Q12926,linked,recognized,,,,,core,1685,Q12926,H.sapiens
,,,,,,,,,,,ENSG00000227184,no evidence,mRNA interactome,no evidence,EPPK1,83481,P58107,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000100632,no evidence,mRNA interactome,no evidence,ERH,2079,P84090,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000171824,mRNA interactome,mRNA interactome,no evidence,EXOSC10,5394,Q01780,linked,recognized,,,,,core,653,Q01780,H.sapiens
,,,,,,,,,,,ENSG00000223496,no evidence,mRNA interactome,no evidence,EXOSC6,118460,Q5RKV6,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000123737,mRNA interactome,no evidence,no evidence,EXOSC9,5393,Q06265,linked,recognized,,,,,core,933,Q06265,H.sapiens
,,,,,,,,,,,ENSG00000092820,mRNA interactome,mRNA interactome,no evidence,EZR,7430,P15311,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000169612,no evidence,mRNA interactome,no evidence,FAM103A1,83640,Q9BTL3,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000234545,no evidence,mRNA interactome,no evidence,FAM133B,257415,Q5BKY9,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000163946,mRNA interactome,no evidence,no evidence,FAM208A,23272,Q9UK61,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000105058,mRNA interactome,no evidence,no evidence,FAM32A,26017,Q9Y421,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000112773,mRNA interactome,no evidence,no evidence,FAM46A,55603,Q96IP4,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000071859,no evidence,mRNA interactome,no evidence,FAM50A,9130,Q14320,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000171262,mRNA interactome,mRNA interactome,no evidence,FAM98B,283742,Q52LJ0,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000179115,no evidence,mRNA interactome,no evidence,FARSA,2193,Q9Y285,linked,recognized,,,,,core,284,Q9Y285,H.sapiens
,,,,,,,,,,,ENSG00000124279,mRNA interactome,no evidence,no evidence,FASTKD3,79072,Q14CZ7,unknown,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000112787,no evidence,mRNA interactome,no evidence,FBRSL1,57666,Q9HCM7,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000119616,mRNA interactome,no evidence,no evidence,FCF1,51077,Q9Y324,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000160752,mRNA interactome,no evidence,no evidence,FDPS,2224,P14324,unknown,unknown,yes,yes,2.5.1.10,transferase,core,538,P14324,H.sapiens
,,,,,,,,,,,ENSG00000162076,mRNA interactome,no evidence,no evidence,FLYWCH2,114984,Q96CP2,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000102081,mRNA interactome,mRNA interactome,no evidence,FMR1,2332,Q06787,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000109536,mRNA interactome,no evidence,no evidence,FRG1,2483,Q14331,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000075618,mRNA interactome,no evidence,no evidence,FSCN1,6624,Q16658,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000057608,no evidence,mRNA interactome,no evidence,GDI2,2665,P50395,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000168827,mRNA interactome,no evidence,no evidence,GFM1,85476,Q96RP9,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000105373,mRNA interactome,mRNA interactome,no evidence,GLTSCR2,29997,Q9NZM5,unknown,recognized,,,,,core,1629,Q9NZM5,H.sapiens
,,,,,,,,,,,ENSG00000163938,mRNA interactome,mRNA interactome,no evidence,GNL3,26354,Q9BVP2,linked,recognized,,,,,core,1027,Q9BVP2,H.sapiens
,,,,,,,,,,,ENSG00000173230,mRNA interactome,no evidence,no evidence,GOLGB1,2804,Q14789,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000125166,no evidence,mRNA interactome,no evidence,GOT2,2806,P00505,unknown,unknown,yes,yes,"2.6.1.1,",transferase,,,,
,,,,,,,,,,,ENSG00000186566,no evidence,mRNA interactome,no evidence,GPATCH8,23131,Q9UKJ3,unknown,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000177885,mRNA interactome,no evidence,no evidence,GRB2,2885,P62993,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000030582,mRNA interactome,no evidence,no evidence,GRN,2896,P28799,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000105447,mRNA interactome,mRNA interactome,no evidence,GRWD1,83743,Q9BQ67,unknown,unknown,yes,,,,core,707,Q9BQ67,H.sapiens
,,,,,,,,,,,ENSG00000103342,mRNA interactome,mRNA interactome,no evidence,GSPT1,2935,P15170,linked,recognized,,,,,core,213,P15170,H.sapiens
,,,,,,,,,,,ENSG00000189369,mRNA interactome,mRNA interactome,no evidence,GSPT2,23708,Q8IYD1,linked,recognized,,,,,core,213,Q8IYD1,H.sapiens
,,,,,,,,,,,ENSG00000197265,mRNA interactome,no evidence,no evidence,GTF2E2,2961,P29084,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000125651,mRNA interactome,mRNA interactome,no evidence,GTF2F1,2962,P35269,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000100226,mRNA interactome,no evidence,no evidence,GTPBP1,9567,O00178,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000105793,mRNA interactome,no evidence,no evidence,GTPBP10,85865,A4D1E9,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000189060,mRNA interactome,mRNA interactome,no evidence,H1F0,3005,P07305,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000184897,no evidence,mRNA interactome,no evidence,H1FX,8971,Q92522,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000138029,mRNA interactome,no evidence,no evidence,HADHB,3032,P55084,unknown,unknown,yes,yes,"2.3.1.16,",transferase,,,,
,,,,,,,,,,,ENSG00000112855,no evidence,mRNA interactome,no evidence,HARS2,23438,P49590,linked,recognized,,,,,core,270,P49590,H.sapiens
,,,,,,,,,,,ENSG00000196591,no evidence,mRNA interactome,no evidence,HDAC2,3066,Q92769,linked,unknown,,yes,"3.5.1.98,",hydrolase,,,,
,,,,,,,,,,,ENSG00000068097,no evidence,mRNA interactome,no evidence,HEATR6,63897,Q6AI08,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000138646,mRNA interactome,no evidence,no evidence,HERC5,51191,Q9UII4,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000184357,mRNA interactome,no evidence,no evidence,HIST1H1B,3009,P16401,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000187837,mRNA interactome,mRNA interactome,no evidence,HIST1H1C,3006,P16403,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000124575,no evidence,mRNA interactome,no evidence,HIST1H1D,3007,P16402,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000168298,no evidence,mRNA interactome,no evidence,HIST1H1E,3008,P10412,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000270276,no evidence,mRNA interactome,no evidence,HIST1H4A,8294,P62805 ,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000270882,no evidence,mRNA interactome,no evidence,HIST1H4A,8359,P62805 ,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000158406,mRNA interactome,no evidence,no evidence,HIST1H4H,8294,P62805,unknown,unknown,yes,,,,core,993,P62805,H.sapiens
,,,,,,,,,,,ENSG00000183941,no evidence,mRNA interactome,no evidence,HIST2H4A,8294,P62805,unknown,unknown,yes,,,,core,993,P62805,H.sapiens
,,,,,,,,,,,ENSG00000235657,mRNA interactome,no evidence,no evidence,HLA-A,3105,P10316,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000071794,mRNA interactome,no evidence,no evidence,HLTF,6596,Q14527,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000198830,no evidence,mRNA interactome,no evidence,HMGN2,3151,P05204,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000198157,no evidence,mRNA interactome,no evidence,HMGN5,79366,P82970,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000135486,mRNA interactome,mRNA interactome,no evidence,HNRNPA1,3178,P09651,linked,recognized,,,,,core,1129,P09651,H.sapiens
,,,,,,,,,,,ENSG00000108511,no evidence,mRNA interactome,no evidence,HOXB6,3216,P17509,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000132541,mRNA interactome,no evidence,no evidence,HRSP12,10247,P52758,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000204389,no evidence,mRNA interactome,no evidence,HSPA1A,3303,P08107,linked,unknown,,,,,core,40,P08107,H.sapiens
,,,,,,,,,,,ENSG00000204388,mRNA interactome,mRNA interactome,no evidence,HSPA1B,3304,P08107,linked,unknown,,,,,core,40,P08107,H.sapiens
,,,,,,,,,,,ENSG00000106211,mRNA interactome,no evidence,no evidence,HSPB1,3315,P04792,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000102241,mRNA interactome,no evidence,no evidence,HTATSF1,27336,O43719,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000181873,no evidence,mRNA interactome,no evidence,IBA57,200205,Q5T440,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000163565,mRNA interactome,no evidence,no evidence,IFI16,3428,Q16666,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000119922,mRNA interactome,no evidence,no evidence,IFIT2,3433,P09913,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000132305,mRNA interactome,no evidence,no evidence,IMMT,10989,Q16891,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000177971,mRNA interactome,mRNA interactome,no evidence,IMP3,55272,Q9NV31,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000177606,no evidence,mRNA interactome,no evidence,JUN,3725,P05412,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000178695,no evidence,mRNA interactome,no evidence,KCTD12,115207,Q96CX2,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000080608,mRNA interactome,mRNA interactome,no evidence,KIAA0020,9933,Q15397,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000116299,mRNA interactome,no evidence,no evidence,KIAA1324,57535,Q6UXG2,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000164944,no evidence,mRNA interactome,no evidence,KIAA1429,25962,Q69YN4,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000055609,mRNA interactome,no evidence,no evidence,KMT2C,58508,Q8NEZ4,unknown,unknown,yes,yes,2.1.1.43,transferase,,,,
,,,,,,,,,,,ENSG00000103550,mRNA interactome,no evidence,no evidence,KNOP1,400506,Q1ED39,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000111057,mRNA interactome,no evidence,no evidence,KRT18,3875,P05783,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000143815,no evidence,mRNA interactome,no evidence,LBR,3930,Q14739,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000100097,mRNA interactome,no evidence,no evidence,LGALS1,3956,P09382,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000204392,mRNA interactome,mRNA interactome,no evidence,LSM2,57819,Q9Y333,linked,recognized,,,,,core,1423,Q9Y333,H.sapiens
,,,,,,,,,,,ENSG00000130520,mRNA interactome,mRNA interactome,no evidence,LSM4,25804,Q9Y4Z0,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000164167,no evidence,mRNA interactome,no evidence,LSM6,11157,P62312,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000111144,mRNA interactome,no evidence,no evidence,LTA4H,4048,P09960,unknown,unknown,yes,yes,"3.3.2.6,",hydrolase,,,,
,,,,,,,,,,,ENSG00000108848,mRNA interactome,mRNA interactome,no evidence,LUC7L3,51747,O95232,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000145220,mRNA interactome,mRNA interactome,no evidence,LYAR,55646,Q9NX58,unknown,unknown,yes,,,,,,,
,,,,,,,,,,,ENSG00000127603,no evidence,mRNA interactome,no evidence,MACF1,23499,Q9UPN3,linked,unknown,,,,,,,,
,,,,,,,,,,,ENSG00000162385,no evidence,mRNA interactome,no evidence,MAGOH,4116,P61326,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000111196,no evidence,mRNA interactome,no evidence,MAGOHB,55110,Q96A72,linked,recognized,,,,,,,,
,,,,,,,,,,,ENSG00000145050,mRNA interactome,no evidence,no evidence,MANF,7873,P55145,unknown,unknown,yes,,,,,,,
