Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P74857	SSAN_SALTY	reviewed	Probable secretion system apparatus ATP synthase SsaN (EC 3.6.3.14)	ssaN STM1415	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	433
P74858	SSAO_SALTY	reviewed	Secretion system apparatus protein SsaO	ssaO STM1416	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	125
P0A239	SSAP_SALTY	reviewed	Secretion system apparatus protein SsaP	ssaP STM1417	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	124
P74856	SSAV_SALTY	reviewed	Secretion system apparatus protein SsaV	ssaV STM1414	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	681
O84944	SSEA_SALTY	reviewed	Type III secretion system chaperone SseA (TTSS chaperone SseA) (Secretion system effector A)	sseA STM1397	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	108
Q7BVH7	SSEB_SALTY	reviewed	Secreted effector protein SseB (Secretion system effector B)	sseB STM1398	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	196
O84947	SSEC_SALTY	reviewed	Secreted effector protein SseC (Secretion system effector C)	sseC STM1400	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	484
Q9R803	SSED_SALTY	reviewed	Secreted effector protein SseD (Secretion system effector D)	sseD STM1401	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	195
Q8ZQ79	SSEI_SALTY	reviewed	Secreted effector protein SseI	sseI srfH STM1051	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	322
Q9FD10	SSEJ_SALTY	reviewed	Secreted effector protein SseJ (EC 3.-.-.-) (Salmonella-translocated effector J) (STE J)	sseJ STM1631	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	408
Q8ZNG2	SSEL_SALTY	reviewed	Deubiquitinase SseL (EC 3.4.22.-) (Deubiquitinating enzyme) (DUB) (Deubiquitinating protease) (Salmonella secreted effector L)	sseL STM2287	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	340
P0A2G1	SSRP_SALTY	reviewed	SsrA-binding protein (Small protein B)	smpB smqB STM2688	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	160
P66008	STHA_SALTY	reviewed	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	sthA udhA STM4126	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	466
P0A241	SULA_SALTY	reviewed	Cell division inhibitor SulA	sulA STM1071	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	169
P0CL52	SIPA_SALTY	reviewed	Cell invasion protein SipA (Effector protein SipA)	sipA sspA STM2882	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	685
P0A237	SIRB2_SALTY	reviewed	Protein SirB2	sirB2 orf2 STM1774	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	129
Q8ZL46	SLMA_SALTY	reviewed	Nucleoid occlusion factor SlmA	slmA STM3732	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	198
P55883	THIM_SALTY	reviewed	Hydroxyethylthiazole kinase (EC 2.7.1.50) (4-methyl-5-beta-hydroxyethylthiazole kinase) (TH kinase) (Thz kinase)	thiM STM2147	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	265
Q8ZRV2	THIQ_SALTY	reviewed	Thiamine import ATP-binding protein ThiQ (EC 3.6.3.-)	thiQ STM0106	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	235
P37459	SINR_SALTY	reviewed	Probable HTH-type transcriptional regulator SinR	sinR STM0304	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	315
P0A2F4	SODF_SALTY	reviewed	Superoxide dismutase [Fe] (EC 1.15.1.1)	sodB STM1431	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	193
P40722	SOPD_SALTY	reviewed	Secreted effector protein SopD (Salmonella outer protein D)	sopD STM2945	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	317
P43019	SODM_SALTY	reviewed	Superoxide dismutase [Mn] (EC 1.15.1.1)	sodA STM4055	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	206
Q8ZNR3	SOPA_SALTY	reviewed	E3 ubiquitin-protein ligase SopA (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SopA) (Salmonella outer protein A) (Secreted effector protein SopA)	sopA STM2066	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	782
O30916	SOPB_SALTY	reviewed	Inositol phosphate phosphatase SopB (EC 3.1.3.-) (Effector protein SopB)	sopB sigD STM1091	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	561
P0A2R0	SOXR_SALTY	reviewed	Redox-sensitive transcriptional activator SoxR	soxR STM4266	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	152
Q56143	SOXS_SALTY	reviewed	Regulatory protein SoxS	soxS STM4265	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	107
P0CW86	SODC1_SALTY	reviewed	Superoxide dismutase [Cu-Zn] 1 (EC 1.15.1.1) (sodCI)	sodC1 sodC STM1044	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	177
P74873	SPTP_SALTY	reviewed	Secreted effector protein SptP [Includes: GTPase-activating protein (GAP); Tyrosine-protein phosphatase (EC 3.1.3.48)]	sptP STM2878	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	543
Q7CQJ0	SRA_SALTY	reviewed	Stationary-phase-induced ribosome-associated protein (SRA) (30S ribosomal protein S22)	sra rpsV STM1565	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	47
Q9L7S0	SQUU_SALTY	reviewed	3-sulfolactaldehyde reductase (SLA reductase) (EC 1.1.1.373)	yihU STM4023	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	298
P74860	SSAQ_SALTY	reviewed	Secretion system apparatus protein SsaQ	ssaQ STM1418	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	322
P74891	SSAS_SALTY	reviewed	Secretion system apparatus protein SsaS	ssaS STM1420	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	88
P96069	SSAU_SALTY	reviewed	Secretion system apparatus protein SsaU	ssaU STM1422	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	352
P0A2F6	SSB1_SALTY	reviewed	Single-stranded DNA-binding protein 1 (SSB 1)	ssb STM4256	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	176
Q93GP7	SSB2_SALTY	reviewed	Single-stranded DNA-binding protein 2 (SSB 2)	ssb2 PSLT066	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	172
P40612	SPAM_SALTY	reviewed	Surface presentation of antigens protein SpaM (Invasion protein InvI)	spaM invI STM2893	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	147
Q8ZRS4	SPED_SALTY	reviewed	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain]	speD STM0165	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	264
Q8ZL08	SDHD_SALTY	reviewed	D-serine dehydratase (EC 4.3.1.18) (D-serine deaminase) (DSD)	dsdA STM3802	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	440
P0CL16	SICP_SALTY	reviewed	Chaperone protein sicP	sicP STM2879	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	116
Q56019	SIPB_SALTY	reviewed	Cell invasion protein SipB (Effector protein SipB)	sipB sspB STM2885	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	593
P40700	SPAP_SALTY	reviewed	Surface presentation of antigens protein SpaP	spaP STM2890	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	224
P0CZ04	SPIC_SALTY	reviewed	Salmonella pathogenicity island 2 protein C (Secretion system apparatus protein B)	spiC ssaB STM1393	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	133
Q9L9J1	THIG_SALTY	reviewed	Thiazole synthase (EC 2.8.1.10)	thiG STM4160 STMF1.37	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	256
Q56026	SIPD_SALTY	reviewed	Cell invasion protein SipD (Salmonella invasion protein D)	sipD sspD STM2883	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	343
Q8ZL64	SADA_SALTY	reviewed	Autotransporter adhesin SadA (Salmonella adhesin A)	sadA STM3691	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	1461
Q7CPV1	SDHE_SALTY	reviewed	FAD assembly factor SdhE	sdhE ygfY STM3047	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	88
Q8ZR88	SELU_SALTY	reviewed	tRNA 2-selenouridine/geranyl-2-thiouridine synthase (EC 2.5.1.-) (EC 2.9.1.-) (Selenophosphate-dependent tRNA 2-selenouridine synthase)	selU mnmH STM0513	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	364
Q8ZRV0	SGRR_SALTY	reviewed	HTH-type transcriptional regulator SgrR	sgrR STM0109	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	552
Q9S498	THIH_SALTY	reviewed	2-iminoacetate synthase (EC 4.1.99.19) (Dehydroglycine synthase) (Tyrosine lyase)	thiH STM4159 STMF1.38	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	377
Q8ZQQ2	SLRP_SALTY	reviewed	E3 ubiquitin-protein ligase SlrP (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SlrP) (Secreted effector protein SlrP)	slrP STM0800	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	765
P0A1X0	SLYB_SALTY	reviewed	Outer membrane lipoprotein SlyB	slyB STM1445	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	155
Q8ZQC8	SOPD2_SALTY	reviewed	Secreted effector protein sopD2 (Salmonella outer protein D 2)	sopD2 STM0972	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	319
P0A1L7	SPAQ_SALTY	reviewed	Surface presentation of antigens protein SpaQ	spaQ STM2889	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	86
P40702	SPAS_SALTY	reviewed	Surface presentation of antigens protein SpaS	spaS STM2887	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	356
Q8ZRS3	SPEE_SALTY	reviewed	Polyamine aminopropyltransferase (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16)	speE STM0166	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	286
P0A1Z2	SKP_SALTY	reviewed	Chaperone protein Skp (Cationic 16 kDa outer membrane protein) (Outer membrane protein OmpH)	skp ompH STM0225	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	161
P40676	SLYA_SALTY	reviewed	Transcriptional regulator SlyA (Cytolysin SlyA) (Salmolysin)	slyA STM1444	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	144
P60659	SPEA_SALTY	reviewed	Biosynthetic arginine decarboxylase (ADC) (EC 4.1.1.19)	speA STM3086	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	658
Q7CPH8	SECB_SALTY	reviewed	Protein-export protein SecB	secB STM3701	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	155
Q8ZRQ6	SFSA_SALTY	reviewed	Sugar fermentation stimulation protein A	sfsA STM0187	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	234
O30917	SIGE_SALTY	reviewed	Chaperone protein SigE	sigE pipC STM1090	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	113
P0CL47	SIPC_SALTY	reviewed	Cell invasion protein SipC (Effector protein SipC)	sipC sspC STM2884	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	409
P58535	SGCX_SALTY	reviewed	Putative aminopeptidase SgcX (EC 3.4.11.-)	sgcX STM1612	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	372
P0A2L9	SIRB1_SALTY	reviewed	Protein SirB1	sirB1 orf1 STM1773	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	269
Q8ZLL5	SLYX_SALTY	reviewed	Protein SlyX	slyX STM3454	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	72
P33027	SETB_SALTY	reviewed	Sugar efflux transporter B	setB STM2207	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	393
Q56061	SIFA_SALTY	reviewed	Secreted effector protein SifA	sifA STM1224	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	336
Q9KIB9	SIFB_SALTY	reviewed	Secreted effector protein SifB	sifB STM1602	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	316
P55881	THIL_SALTY	reviewed	Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) (EC 2.7.4.16)	thiL STM0419	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	325
P0CL09	SIRC_SALTY	reviewed	Transcriptional regulator sirC	sirC hilC sprA STM2867	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	295
P0A1N0	SPAK_SALTY	reviewed	Surface presentation of antigens protein SpaK (Class 1B type III secretion system chaperone SpaK) (Invasion protein InvB)	spaK invB STM2895	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	135
Q8ZPM4	RSXG_SALTY	reviewed	Ion-translocating oxidoreductase complex subunit G (EC 1.18.1.-) (Rsx electron transport complex subunit G)	rsxG STM1455	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	206
Q8ZLI0	RTCA_SALTY	reviewed	RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4)	rtcA STM3518	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	339
P0A7X0	RS8_SALTY	reviewed	30S ribosomal protein S8	rpsH STM3426	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	130
Q9L6M2	TATD_SALTY	reviewed	3'-5' ssDNA/RNA exonuclease TatD (EC 3.1.11.-) (EC 3.1.13.-) (DNase TatD)	tatD STM3976	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	260
Q8ZRP1	RSEP_SALTY	reviewed	Regulator of sigma E protease (EC 3.4.24.-) (S2P endopeptidase) (Site-2 protease RseP) (S2P protease RseP) (Site-2-type intramembrane protease)	rseP STM0223	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	450
P0A7W4	RS5_SALTY	reviewed	30S ribosomal protein S5	rpsE STM3423	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	167
P57048	TATB_SALTY	reviewed	Sec-independent protein translocase protein TatB	tatB STM3974 STMD1.15	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	182
P0A2H5	TATE_SALTY	reviewed	Probable Sec-independent protein translocase protein TatE	tatE STM0632	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	67
P66738	RRF_SALTY	reviewed	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	frr rrf STM0219	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	185
P66409	RS14_SALTY	reviewed	30S ribosomal protein S14	rpsN STM3427	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	101
Q56016	RSMA_SALTY	reviewed	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	rsmA ksgA STM0090	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	273
Q8ZLM5	RSMB_SALTY	reviewed	Ribosomal RNA small subunit methyltransferase B (EC 2.1.1.176) (16S rRNA m5C967 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RsmB)	rsmB rrmB sun STM3408	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	429
Q8ZK81	RS18_SALTY	reviewed	30S ribosomal protein S18	rpsR STM4393	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	75
P68684	RS21_SALTY	reviewed	30S ribosomal protein S21	rpsU STM3209	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	71
Q9L9I6	RSD_SALTY	reviewed	Regulator of sigma D	rsd STM4165 STMF1.32	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	162
Q8ZKB0	RSGA_SALTY	reviewed	Small ribosomal subunit biogenesis GTPase RsgA (EC 3.6.1.-)	rsgA engC yjeQ STM4349	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	350
Q8ZJW6	RSMC_SALTY	reviewed	Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.172) (16S rRNA m2G1207 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RsmC)	rsmC STM4556	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	342
Q8ZRU8	RSMH_SALTY	reviewed	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	rsmH mraW STM0120	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	313
P66643	RS9_SALTY	reviewed	30S ribosomal protein S9	rpsI STM3344	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	130
Q8ZNZ2	RSMF_SALTY	reviewed	Ribosomal RNA small subunit methyltransferase F (EC 2.1.1.178) (16S rRNA m5C1407 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RsmF)	rsmF STM1850	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	479
P64237	RSMG_SALTY	reviewed	Ribosomal RNA small subunit methyltransferase G (EC 2.1.1.170) (16S rRNA 7-methylguanosine methyltransferase) (16S rRNA m7G methyltransferase)	rsmG STM3873	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	207
P66593	RS6_SALTY	reviewed	30S ribosomal protein S6	rpsF STM4391	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	131
Q8ZRN5	TILS_SALTY	reviewed	tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase)	tilS STM0236	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	430
Q8ZMD5	TRUC_SALTY	reviewed	tRNA pseudouridine synthase C (EC 5.4.99.26) (tRNA pseudouridine(65) synthase) (tRNA pseudouridylate synthase C) (tRNA-uridine isomerase C)	truC STM2964	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	260
Q7CQE0	TSAB_SALTY	reviewed	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB (Resuscitation-promoting factor) (RPF) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaB)	tsaB rpf yeaZ STM1820	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	231
Q8ZLK7	TSGA_SALTY	reviewed	Protein TsgA	tsgA STM3473	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	393
Q8ZP88	TTCA_SALTY	reviewed	tRNA-cytidine(32) 2-sulfurtransferase (EC 2.8.1.-) (Two-thiocytidine biosynthesis protein A) (tRNA 2-thiocytidine biosynthesis protein TtcA)	ttcA STM1654	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	311
Q8ZN74	TMCA_SALTY	reviewed	tRNA(Met) cytidine acetyltransferase TmcA (EC 2.3.1.193)	tmcA STM2485	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	672
Q8ZL58	TAGAD_SALTY	reviewed	L-talarate/galactarate dehydratase (TalrD/GalrD) (EC 4.2.1.156) (EC 4.2.1.42)	STM3697	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	398
P0A2K1	TRPB_SALTY	reviewed	Tryptophan synthase beta chain (EC 4.2.1.20)	trpB STM1726	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	397
P00929	TRPA_SALTY	reviewed	Tryptophan synthase alpha chain (EC 4.2.1.20)	trpA STM1727	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	268
Q8ZLT2	TRUB_SALTY	reviewed	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	truB STM3284	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	314
P0A2H3	TATA_SALTY	reviewed	Sec-independent protein translocase protein TatA	tatA STM3973 STMD1.16	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	84
Q8ZLN0	TSAC_SALTY	reviewed	Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaC) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaC)	tsaC rimN STM3402	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	190
P25945	TONB_SALTY	reviewed	Protein TonB	tonB STM1737	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	242
Q8ZP20	TREA_SALTY	reviewed	Periplasmic trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)	treA STM1796	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	570
P0A2A3	RL1_SALTY	reviewed	50S ribosomal protein L1	rplA STM4150 STMF1.9	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	234
P65889	PUR7_SALTY	reviewed	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC STM2487	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	237
P26978	PUR9_SALTY	reviewed	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH STM4176 STMF1.30	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	529
P65882	PURA_SALTY	reviewed	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA STM4366	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	432
Q7CPL7	RL17_SALTY	reviewed	50S ribosomal protein L17	rplQ STM3414	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	127
P10502	PUTP_SALTY	reviewed	Sodium/proline symporter (Proline permease)	putP STM1125	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	502
Q7CPL6	RL18_SALTY	reviewed	50S ribosomal protein L18	rplR STM3424	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	117
P30753	ISPE_SALTY	reviewed	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	ispE ipk STM1779	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	283
Q8ZMF7	ISPF_SALTY	reviewed	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)	ispF STM2929	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	159
P58671	ISPG_SALTY	reviewed	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	ispG gcpE STM2523	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	372
P58679	ISPH_SALTY	reviewed	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4)	ispH lytB STM0049	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	316
Q8ZNB2	MNMC_SALTY	reviewed	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC (tRNA mnm(5)s(2)U biosynthesis bifunctional protein) [Includes: tRNA (mnm(5)s(2)U34)-methyltransferase (EC 2.1.1.61); FAD-dependent cmnm(5)s(2)U34 oxidoreductase (EC 1.5.-.-)]	mnmC STM2379	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	666
O68446	PURR_SALTY	reviewed	HTH-type transcriptional repressor PurR (Pur regulon repressor) (Purine nucleotide synthesis repressor)	purR STM1430	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	341
P06204	PYRC_SALTY	reviewed	Dihydroorotase (DHOase) (EC 3.5.2.3)	pyrC STM1163	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	348
P74883	PUR5_SALTY	reviewed	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)	purM STM2499	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	345
Q8ZNW5	PURT_SALTY	reviewed	Formate-dependent phosphoribosylglycinamide formyltransferase (5'-phosphoribosylglycinamide transformylase 2) (Formate-dependent GAR transformylase) (EC 2.1.2.-) (GAR transformylase 2) (GART 2) (Non-folate glycinamide ribonucleotide transformylase) (Phosphoribosylglycinamide formyltransferase 2)	purT STM1883	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	392
P10503	PUTA_SALTY	reviewed	Bifunctional protein PutA [Includes: Proline dehydrogenase (EC 1.5.5.2) (Proline oxidase); Delta-1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase) (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)]	putA STM1124	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	1320
Q8ZQV6	PXPA_SALTY	reviewed	5-oxoprolinase subunit A (5-OPase subunit A) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit A)	pxpA ybgL STM0714	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	244
P25468	PYRD_SALTY	reviewed	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase)	pyrD STM1058	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	336
P24517	RADA_SALTY	reviewed	DNA repair protein RadA (EC 3.6.4.-) (Branch migration protein RadA)	radA STM4579	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	460
Q8ZRV8	RAPA_SALTY	reviewed	RNA polymerase-associated protein RapA (EC 3.6.4.-) (ATP-dependent helicase HepA)	rapA hepA STM0096	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	968
