Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P37008	YAGB_ECOLI	reviewed	Orphan antitoxin YagB	yagB b0266 JW0259	Escherichia coli (strain K12)	116
P77596	YAGF_ECOLI	reviewed	D-xylonate dehydratase YagF (EC 4.2.1.82)	yagF b0269 JW0262	Escherichia coli (strain K12)	655
P77657	YAGK_ECOLI	reviewed	Uncharacterized protein YagK	yagK b0277 JW0271	Escherichia coli (strain K12)	208
P75694	YAHO_ECOLI	reviewed	Uncharacterized protein YahO	yahO b0329 JW0321	Escherichia coli (strain K12)	91
P51024	YAIL_ECOLI	reviewed	Uncharacterized protein YaiL	yaiL b0354 JW0345	Escherichia coli (strain K12)	179
Q47534	YAIO_ECOLI	reviewed	Outer membrane protein YaiO	yaiO b0358 JW0349	Escherichia coli (strain K12)	257
P71311	YAIS_ECOLI	reviewed	Uncharacterized deacetylase YaiS (EC 3.-.-.-)	yaiS b0364 JW0356	Escherichia coli (strain K12)	185
P77199	YAIT_ECOLI	reviewed	Putative uncharacterized protein YaiT	yaiT b4580 JW0362/JW5051 b0371 b0374	Escherichia coli (strain K12)	968
P75697	YAIX_ECOLI	reviewed	Putative uncharacterized acetyltransferase YaiX (EC 2.3.1.-)	yaiX yaiF b4579 JW0350/JW5814 b0359 b0362	Escherichia coli (strain K12)	230
P0AAQ0	YAIZ_ECOLI	reviewed	Uncharacterized protein YaiZ	yaiZ b0380 JW5053	Escherichia coli (strain K12)	70
P77726	YAJR_ECOLI	reviewed	Inner membrane transport protein YajR	yajR b0427 JW5059	Escherichia coli (strain K12)	454
P0AAQ6	YBAA_ECOLI	reviewed	Uncharacterized protein YbaA	ybaA b0456 JW0445	Escherichia coli (strain K12)	117
P0A8B5	YBAB_ECOLI	reviewed	Nucleoid-associated protein YbaB	ybaB b0471 JW0460	Escherichia coli (strain K12)	109
P46890	YBAE_ECOLI	reviewed	Uncharacterized protein YbaE	ybaE b0445 JW0435	Escherichia coli (strain K12)	566
P0AAR3	YBAK_ECOLI	reviewed	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK (EC 4.2.-.-)	ybaK b0481 JW0470	Escherichia coli (strain K12)	159
P39830	YBAL_ECOLI	reviewed	Putative cation/proton antiporter YbaL	ybaL ylaA b0478 JW0467	Escherichia coli (strain K12)	558
P45807	YBAM_ECOLI	reviewed	Uncharacterized protein YbaM	ybaM b0466 JW0455	Escherichia coli (strain K12)	53
P0AAR5	YBAN_ECOLI	reviewed	Inner membrane protein YbaN	ybaN b0468 JW0457	Escherichia coli (strain K12)	125
P77301	YBAP_ECOLI	reviewed	Uncharacterized protein YbaP	ybaP b0482 JW0471	Escherichia coli (strain K12)	264
P0A9T6	YBAQ_ECOLI	reviewed	Uncharacterized HTH-type transcriptional regulator YbaQ	ybaQ b0483 JW0472	Escherichia coli (strain K12)	113
P77400	YBAT_ECOLI	reviewed	Inner membrane transport protein YbaT	ybaT b0486 JW0475	Escherichia coli (strain K12)	430
P0AAR8	YBAV_ECOLI	reviewed	Uncharacterized protein YbaV	ybaV b0442 JW0432	Escherichia coli (strain K12)	123
P77717	YBAY_ECOLI	reviewed	Uncharacterized lipoprotein YbaY	ybaY b0453 JW0443	Escherichia coli (strain K12)	190
P0A9T8	YBBA_ECOLI	reviewed	Uncharacterized ABC transporter ATP-binding protein YbbA	ybbA b0495 JW0484	Escherichia coli (strain K12)	228
P33668	YBBC_ECOLI	reviewed	Uncharacterized protein YbbC	ybbC b0498 JW0487	Escherichia coli (strain K12)	122
P33669	YBBD_ECOLI	reviewed	Putative uncharacterized protein YbbD	ybbD b0501 JW0489	Escherichia coli (strain K12)	86
P0AAS3	YBBJ_ECOLI	reviewed	Inner membrane protein YbbJ	ybbJ b0488 JW5065	Escherichia coli (strain K12)	152
P0AFP4	YBBO_ECOLI	reviewed	Uncharacterized oxidoreductase YbbO (EC 1.-.-.-)	ybbO b0493 JW0482	Escherichia coli (strain K12)	269
P77328	YBBY_ECOLI	reviewed	Putative purine permease YbbY	ybbY glxB4 b0513 JW0501	Escherichia coli (strain K12)	433
P77368	YBCL_ECOLI	reviewed	UPF0098 protein YbcL	ybcL b0545 JW0533	Escherichia coli (strain K12)	183
P77634	YBCM_ECOLI	reviewed	Uncharacterized HTH-type transcriptional regulator YbcM	ybcM b0546 JW0534	Escherichia coli (strain K12)	265
P77598	YBCV_ECOLI	reviewed	Uncharacterized protein YbcV	ybcV b0558 JW5081	Escherichia coli (strain K12)	136
P64435	YBCW_ECOLI	reviewed	Uncharacterized protein YbcW	ybcW b0559 JW0548	Escherichia coli (strain K12)	68
P77460	YBCY_ECOLI	reviewed	Putative uncharacterized protein YbcY	ybcY b0562 JW0551	Escherichia coli (strain K12)	194
P0AAT2	YBDF_ECOLI	reviewed	Uncharacterized protein YbdF	ybdF b0579 JW5083	Escherichia coli (strain K12)	122
P0AAT4	YBDG_ECOLI	reviewed	Miniconductance mechanosensitive channel YbdG	ybdG mscM b0577 JW0566	Escherichia coli (strain K12)	415
P77506	YBDJ_ECOLI	reviewed	Uncharacterized protein YbdJ	ybdJ b0580 JW0569	Escherichia coli (strain K12)	82
P77806	YBDL_ECOLI	reviewed	Methionine aminotransferase (EC 2.6.1.88) (Methionine-oxo-acid transaminase)	ybdL b0600 JW0593	Escherichia coli (strain K12)	386
P77174	YBDM_ECOLI	reviewed	Uncharacterized protein YbdM	ybdM b0601 JW0594	Escherichia coli (strain K12)	209
P77216	YBDN_ECOLI	reviewed	Uncharacterized protein YbdN	ybdN b0602 JW0595	Escherichia coli (strain K12)	406
P77746	YBDO_ECOLI	reviewed	Uncharacterized HTH-type transcriptional regulator YbdO	ybdO b0603 JW0596	Escherichia coli (strain K12)	300
P77316	YBDR_ECOLI	reviewed	Uncharacterized zinc-type alcohol dehydrogenase-like protein YbdR (EC 1.-.-.-)	ybdR b0608 JW0601	Escherichia coli (strain K12)	412
P18393	YBDZ_ECOLI	reviewed	Enterobactin biosynthesis protein YbdZ	ybdZ b4511 JW0577	Escherichia coli (strain K12)	72
P0A8J4	YBED_ECOLI	reviewed	UPF0250 protein YbeD	ybeD b0631 JW0626	Escherichia coli (strain K12)	87
P0A8F4	URK_ECOLI	reviewed	Uridine kinase (EC 2.7.1.48) (Cytidine monophosphokinase) (Uridine monophosphokinase)	udk b2066 JW2051	Escherichia coli (strain K12)	213
P0A8S5	USPB_ECOLI	reviewed	Universal stress protein B	uspB yhiO b3494 JW3461	Escherichia coli (strain K12)	111
P0AAV8	YBHH_ECOLI	reviewed	Putative isomerase YbhH (EC 5.-.-.-)	ybhH b0769 JW0752	Escherichia coli (strain K12)	350
P75763	YBHI_ECOLI	reviewed	Inner membrane protein YbhI	ybhI b0770 JW0753	Escherichia coli (strain K12)	477
P0A9U3	YBIT_ECOLI	reviewed	Uncharacterized ABC transporter ATP-binding protein YbiT	ybiT b0820 JW0804	Escherichia coli (strain K12)	530
P75791	YBIU_ECOLI	reviewed	Uncharacterized protein YbiU	ybiU b0821 JW0805	Escherichia coli (strain K12)	421
P42597	UTPP_ECOLI	reviewed	UTP pyrophosphatase (EC 3.6.1.-)	ygjP upp b3085 JW5514	Escherichia coli (strain K12)	167
P75828	YBJD_ECOLI	reviewed	Uncharacterized protein YbjD	ybjD b0876 JW0860	Escherichia coli (strain K12)	552
P03018	UVRD_ECOLI	reviewed	DNA helicase II (EC 3.6.4.12)	uvrD mutU pdeB rad recL b3813 JW3786	Escherichia coli (strain K12)	720
P0AED5	UVRY_ECOLI	reviewed	Response regulator UvrY	uvrY yecB b1914 JW1899	Escherichia coli (strain K12)	218
P24215	UXUA_ECOLI	reviewed	Mannonate dehydratase (EC 4.2.1.8) (D-mannonate hydro-lyase)	uxuA b4322 JW4285	Escherichia coli (strain K12)	394
P0A8Z0	YCIA_ECOLI	reviewed	Acyl-CoA thioester hydrolase YciA (EC 3.1.2.-) (Protein P14)	yciA b1253 JW1245	Escherichia coli (strain K12)	132
P21363	YCIE_ECOLI	reviewed	Protein YciE	yciE b1257 JW1249	Escherichia coli (strain K12)	168
P21362	YCIF_ECOLI	reviewed	Protein YciF	yciF b1258 JW1250	Escherichia coli (strain K12)	166
P21361	YCIG_ECOLI	reviewed	Uncharacterized protein YciG	yciG b1259 JW1251	Escherichia coli (strain K12)	59
P0AB55	YCII_ECOLI	reviewed	Protein YciI	yciI b1251 JW1243	Escherichia coli (strain K12)	98
P45848	YCIQ_ECOLI	reviewed	Uncharacterized protein YciQ	yciQ yciP b1268 JW5197	Escherichia coli (strain K12)	631
P76034	YCIT_ECOLI	reviewed	Uncharacterized HTH-type transcriptional regulator YciT	yciT b1284 JW1276	Escherichia coli (strain K12)	249
P0A8L7	YCIU_ECOLI	reviewed	UPF0263 protein YciU	yciU b1248 JW1240	Escherichia coli (strain K12)	109
P76035	YCIW_ECOLI	reviewed	Uncharacterized protein YciW	yciW b1287 JW5200	Escherichia coli (strain K12)	375
A5A613	YCIY_ECOLI	reviewed	Uncharacterized protein YciY	yciY b4595	Escherichia coli (strain K12)	57
A5A614	YCIZ_ECOLI	reviewed	UPF0509 protein YciZ	yciZ b4596 JW1277	Escherichia coli (strain K12)	57
P02930	TOLC_ECOLI	reviewed	Outer membrane protein TolC (Multidrug efflux pump subunit TolC) (Outer membrane factor TolC)	tolC colE1-i mtcB mukA refI toc weeA b3035 JW5503	Escherichia coli (strain K12)	493
P76373	UDG_ECOLI	reviewed	UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22)	ugd pmrE udg yefA b2028 JW2010	Escherichia coli (strain K12)	388
P0A8F0	UPP_ECOLI	reviewed	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	upp uraP b2498 JW2483	Escherichia coli (strain K12)	208
P0A8I3	YAAA_ECOLI	reviewed	Peroxide stress resistance protein YaaA (UPF0246 protein YaaA)	yaaA b0006 JW0005	Escherichia coli (strain K12)	258
P30149	YABI_ECOLI	reviewed	Inner membrane protein YabI	yabI b0065 JW5005	Escherichia coli (strain K12)	254
P0A8E5	YACL_ECOLI	reviewed	UPF0231 protein YacL	yacL b0119 JW0115	Escherichia coli (strain K12)	120
P0DPM6	YACM_ECOLI	reviewed	Protein YacM	yacM b4727	Escherichia coli (strain K12)	14
P0DPM7	YADW_ECOLI	reviewed	Protein YadW	yadW b4728	Escherichia coli (strain K12)	21
P37056	YAEF_ECOLI	reviewed	Probable lipoprotein peptidase YaeF (EC 3.4.-.-) (Uncharacterized lipoprotein YaeF)	yaeF yaeK b0193 JW5016	Escherichia coli (strain K12)	274
P0AFS5	TQSA_ECOLI	reviewed	AI-2 transport protein TqsA (Transport of quorum-sensing signal protein)	tqsA ydgG b1601 JW1593	Escherichia coli (strain K12)	344
P00895	TRPE_ECOLI	reviewed	Anthranilate synthase component 1 (AS) (ASI) (EC 4.1.3.27)	trpE b1264 JW1256	Escherichia coli (strain K12)	520
P28696	YAAI_ECOLI	reviewed	UPF0412 protein YaaI	yaaI b0013 JW0012	Escherichia coli (strain K12)	134
P0DPM5	YABR_ECOLI	reviewed	Protein YabR	yabR b4726	Escherichia coli (strain K12)	14
P0A8H8	YACG_ECOLI	reviewed	DNA gyrase inhibitor YacG	yacG b0101 JW5008	Escherichia coli (strain K12)	65
P31058	YADC_ECOLI	reviewed	Uncharacterized fimbrial-like protein YadC	yadC b0135 JW0131	Escherichia coli (strain K12)	412
P31666	YADE_ECOLI	reviewed	Uncharacterized protein YadE	yadE b0130 JW0126	Escherichia coli (strain K12)	409
P75736	YBFF_ECOLI	reviewed	Esterase YbfF (EC 3.1.-.-)	ybfF b0686 JW0673	Escherichia coli (strain K12)	254
P75749	YBGP_ECOLI	reviewed	Uncharacterized fimbrial chaperone YbgP	ybgP b0717 JW0707	Escherichia coli (strain K12)	242
P75750	YBGQ_ECOLI	reviewed	Uncharacterized outer membrane usher protein YbgQ	ybgQ b0718 JW5099	Escherichia coli (strain K12)	815
P0AAV6	YBGS_ECOLI	reviewed	Uncharacterized protein YbgS	ybgS b0753 JW0736	Escherichia coli (strain K12)	126
P0DPN5	YBGU_ECOLI	reviewed	Protein YbgU	ybgU b4735	Escherichia coli (strain K12)	35
P75770	YBHN_ECOLI	reviewed	Inner membrane protein YbhN	ybhN b0788 JW0771	Escherichia coli (strain K12)	318
P0AAW1	YBHP_ECOLI	reviewed	Uncharacterized protein YbhP	ybhP b0790 JW0773	Escherichia coli (strain K12)	253
P0AFQ2	YBHS_ECOLI	reviewed	Probable multidrug ABC transporter permease YbhS	ybhS b0793 JW0777	Escherichia coli (strain K12)	377
P41039	YBII_ECOLI	reviewed	Uncharacterized protein YbiI	ybiI b0803 JW0788	Escherichia coli (strain K12)	88
P75783	YBIO_ECOLI	reviewed	Moderate conductance mechanosensitive channel YbiO	ybiO b0808 JW5108	Escherichia coli (strain K12)	741
P75788	YBIR_ECOLI	reviewed	Inner membrane protein YbiR	ybiR b0818 JW0802	Escherichia coli (strain K12)	372
P75809	YBJI_ECOLI	reviewed	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI (EC 3.1.3.104)	ybjI b0844 JW5113	Escherichia coli (strain K12)	271
P0A8F8	UVRB_ECOLI	reviewed	UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B)	uvrB b0779 JW0762	Escherichia coli (strain K12)	673
P29217	YCEH_ECOLI	reviewed	UPF0502 protein YceH (G20.3)	yceH b1067 JW1054	Escherichia coli (strain K12)	215
P0AG11	UMUD_ECOLI	reviewed	Protein UmuD (EC 3.4.21.-) (DNA polymerase V) (Pol V) [Cleaved into: Protein UmuD']	umuD b1183 JW1172	Escherichia coli (strain K12)	139
P12295	UNG_ECOLI	reviewed	Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)	ung b2580 JW2564	Escherichia coli (strain K12)	229
P30143	YAAJ_ECOLI	reviewed	Uncharacterized transporter YaaJ	yaaJ b0007 JW0006	Escherichia coli (strain K12)	476
P0AGM7	URAA_ECOLI	reviewed	Uracil permease (Uracil transporter)	uraA b2497 JW2482	Escherichia coli (strain K12)	429
P0AFN6	YADH_ECOLI	reviewed	Inner membrane transport permease YadH	yadH b0128 JW0124	Escherichia coli (strain K12)	256
P0AFP0	YADS_ECOLI	reviewed	UPF0126 inner membrane protein YadS	yadS b0157 JW0153	Escherichia coli (strain K12)	207
P33128	YADV_ECOLI	reviewed	Probable fimbrial chaperone YadV	yadV ecpD b0140 JW0136	Escherichia coli (strain K12)	246
P37049	YAEI_ECOLI	reviewed	Phosphodiesterase YaeI (EC 3.1.4.-)	yaeI b0164 JW5014	Escherichia coli (strain K12)	270
P75672	YAFS_ECOLI	reviewed	Uncharacterized protein YafS	yafS b0213 JW0203	Escherichia coli (strain K12)	240
P77339	YAFT_ECOLI	reviewed	Uncharacterized lipoprotein YafT	yafT b0217 JW0206	Escherichia coli (strain K12)	261
P77354	YAFU_ECOLI	reviewed	Putative inner membrane protein YafU	yafU b0218 JW0207	Escherichia coli (strain K12)	112
Q47679	YAFV_ECOLI	reviewed	Omega-amidase YafV (EC 3.5.1.3)	yafV b0219 JW5019	Escherichia coli (strain K12)	256
P75683	YAGG_ECOLI	reviewed	Putative glycoside/cation symporter YagG	yagG b0270 JW0263	Escherichia coli (strain K12)	460
P77169	YAGJ_ECOLI	reviewed	Protein YagJ	yagJ b0276 JW0270	Escherichia coli (strain K12)	243
P77607	YAGL_ECOLI	reviewed	Uncharacterized protein YagL	yagL b0278 JW0272	Escherichia coli (strain K12)	232
P71296	YAGM_ECOLI	reviewed	Uncharacterized protein YagM	yagM b0279 JW0273	Escherichia coli (strain K12)	284
P75684	YAGP_ECOLI	reviewed	Putative LysR family substrate binding domain-containing protein YagP	yagP b4694 JW0276	Escherichia coli (strain K12)	136
P0AAA1	YAGU_ECOLI	reviewed	Inner membrane protein YagU	yagU b0287 JW0281	Escherichia coli (strain K12)	204
P77700	YAHB_ECOLI	reviewed	Uncharacterized HTH-type transcriptional regulator YahB	yahB b0316 JW0308	Escherichia coli (strain K12)	310
P77187	YAHF_ECOLI	reviewed	Uncharacterized protein YahF	yahF b0320 JW0312	Escherichia coli (strain K12)	515
P77221	YAHG_ECOLI	reviewed	Uncharacterized protein YahG	yahG b0321 JW0313	Escherichia coli (strain K12)	472
Q2EEQ3	YAHH_ECOLI	reviewed	Putative uncharacterized protein YahH	yahH b0322 JW5893	Escherichia coli (strain K12)	106
P75691	YAHK_ECOLI	reviewed	Aldehyde reductase YahK (EC 1.1.1.2) (Zinc-dependent alcohol dehydrogenase YahK)	yahK b0325 JW0317	Escherichia coli (strain K12)	349
P75692	YAHM_ECOLI	reviewed	Uncharacterized protein YahM	yahM b0327 JW5044	Escherichia coli (strain K12)	81
P0AAN5	YAIA_ECOLI	reviewed	Uncharacterized protein YaiA	yaiA b0389 JW0380	Escherichia coli (strain K12)	63
P0A8D3	YAII_ECOLI	reviewed	UPF0178 protein YaiI	yaiI b0387 JW0378	Escherichia coli (strain K12)	152
Q47536	YAIP_ECOLI	reviewed	Uncharacterized glycosyltransferase YaiP (EC 2.4.-.-)	yaiP b0363 JW0355	Escherichia coli (strain K12)	398
P77562	YAIW_ECOLI	reviewed	Uncharacterized protein YaiW	yaiW b0378 JW0369	Escherichia coli (strain K12)	364
P0AAP7	YAIY_ECOLI	reviewed	Inner membrane protein YaiY	yaiY b0379 JW0370	Escherichia coli (strain K12)	102
P0ADZ7	YAJC_ECOLI	reviewed	Sec translocon accessory complex subunit YajC	yajC b0407 JW0397	Escherichia coli (strain K12)	110
P77504	YBBP_ECOLI	reviewed	Uncharacterized ABC transporter permease YbbP	ybbP b0496 JW0485	Escherichia coli (strain K12)	804
P75711	YBBV_ECOLI	reviewed	Uncharacterized protein YbbV	ybbV b0510 JW0498	Escherichia coli (strain K12)	92
P37325	YBCH_ECOLI	reviewed	Uncharacterized protein YbcH	ybcH b0567 JW0556	Escherichia coli (strain K12)	296
P45570	YBCI_ECOLI	reviewed	Inner membrane protein YbcI	ybcI b0527 JW0516	Escherichia coli (strain K12)	173
P0AAS7	YBCJ_ECOLI	reviewed	Uncharacterized protein YbcJ	ybcJ b0528 JW5070	Escherichia coli (strain K12)	70
P77698	YBCK_ECOLI	reviewed	Uncharacterized protein YbcK	ybcK b0544 JW0532	Escherichia coli (strain K12)	508
Q47269	YBCN_ECOLI	reviewed	Uncharacterized protein YbcN	ybcN b0547 JW0535	Escherichia coli (strain K12)	151
P68661	YBCO_ECOLI	reviewed	Putative nuclease YbcO (EC 3.1.-.-)	ybcO b0549 JW0537	Escherichia coli (strain K12)	96
P0AAS9	YBDD_ECOLI	reviewed	Uncharacterized protein YbdD	ybdD b4512 JW0591	Escherichia coli (strain K12)	65
P0A898	YBEY_ECOLI	reviewed	Endoribonuclease YbeY (EC 3.1.-.-)	ybeY b0659 JW0656	Escherichia coli (strain K12)	155
P75741	YBFL_ECOLI	reviewed	Putative protein YbfL (H repeat-associated protein in rhsC-phrB intergenic region) (ORF-H2)	ybfL b0705 JW0695	Escherichia coli (strain K12)	378
P37909	YBGD_ECOLI	reviewed	Uncharacterized fimbrial-like protein YbgD	ybgD b0719 JW0709	Escherichia coli (strain K12)	188
P75764	YBHJ_ECOLI	reviewed	Uncharacterized protein YbhJ	ybhJ b0771 JW5103	Escherichia coli (strain K12)	753
P0AAC4	YBHL_ECOLI	reviewed	Inner membrane protein YbhL	ybhL b0786 JW0769	Escherichia coli (strain K12)	234
P0AAX3	YBIJ_ECOLI	reviewed	Uncharacterized protein YbiJ	ybiJ b0802 JW0787	Escherichia coli (strain K12)	86
P36682	YACH_ECOLI	reviewed	Uncharacterized protein YacH	yacH b0117 JW0113	Escherichia coli (strain K12)	617
P62768	YAEH_ECOLI	reviewed	UPF0325 protein YaeH	yaeH b0163 JW0159	Escherichia coli (strain K12)	128
P30866	YAFE_ECOLI	reviewed	Uncharacterized protein YafE	yafE b0210 JW0200	Escherichia coli (strain K12)	207
Q47151	YAFL_ECOLI	reviewed	Probable endopeptidase YafL (EC 3.4.-.-) (Uncharacterized lipoprotein YafL)	yafL b0227 JW0217	Escherichia coli (strain K12)	249
Q47158	YAFP_ECOLI	reviewed	Uncharacterized N-acetyltransferase YafP (EC 2.3.1.-)	yafP b0234 JW0224	Escherichia coli (strain K12)	150
P75676	YAFX_ECOLI	reviewed	Uncharacterized protein YafX	yafX b0248 JW5022	Escherichia coli (strain K12)	152
P77365	YAFY_ECOLI	reviewed	Lipoprotein YafY	yafY b0251 JW0240	Escherichia coli (strain K12)	147
P77206	YAFZ_ECOLI	reviewed	UPF0380 protein YafZ	yafZ b0252 JW0242	Escherichia coli (strain K12)	273
P75682	YAGE_ECOLI	reviewed	Putative 2-dehydro-3-deoxy-D-gluconate aldolase YagE (KDG aldolase YagE) (EC 4.1.2.51) (Putative 2-dehydro-3-deoxy-D-pentonate aldolase YagE) (EC 4.1.2.28)	yagE b0268 JW0261	Escherichia coli (strain K12)	302
P77713	YAGH_ECOLI	reviewed	Putative beta-xylosidase (EC 3.2.1.37) (1,4-beta-D-xylan xylohydrolase) (Xylan 1,4-beta-xylosidase)	yagH b0271 JW0264	Escherichia coli (strain K12)	536
P71297	YAGN_ECOLI	reviewed	Uncharacterized protein YagN	yagN b0280 JW0274	Escherichia coli (strain K12)	146
P77219	YAHC_ECOLI	reviewed	Uncharacterized protein YahC	yahC b0317 JW0309	Escherichia coli (strain K12)	165
P77736	YAHD_ECOLI	reviewed	Putative ankyrin repeat protein YahD	yahD b0318 JW0310	Escherichia coli (strain K12)	201
P77297	YAHE_ECOLI	reviewed	Uncharacterized protein YahE	yahE b0319 JW0311	Escherichia coli (strain K12)	287
P77554	YAHJ_ECOLI	reviewed	Uncharacterized protein YahJ	yahJ b0324 JW0316	Escherichia coli (strain K12)	460
P77393	YAHL_ECOLI	reviewed	Uncharacterized protein YahL	yahL b0326 JW0318	Escherichia coli (strain K12)	271
P75693	YAHN_ECOLI	reviewed	Uncharacterized membrane protein YahN	yahN b0328 JW0320	Escherichia coli (strain K12)	223
P0DPN0	YAHV_ECOLI	reviewed	Protein YahV	yahV b4730	Escherichia coli (strain K12)	24
P16525	TUS_ECOLI	reviewed	DNA replication terminus site-binding protein (Ter-binding protein)	tus tau b1610 JW1602	Escherichia coli (strain K12)	309
P07604	TYRR_ECOLI	reviewed	Transcriptional regulatory protein TyrR	tyrR b1323 JW1316	Escherichia coli (strain K12)	513
P0AGK1	UBIA_ECOLI	reviewed	4-hydroxybenzoate octaprenyltransferase (EC 2.5.1.-) (4-HB polyprenyltransferase)	ubiA cyr b4040 JW4000	Escherichia coli (strain K12)	290
P12758	UDP_ECOLI	reviewed	Uridine phosphorylase (UPase) (UrdPase) (EC 2.4.2.3)	udp b3831 JW3808	Escherichia coli (strain K12)	253
P39301	ULAA_ECOLI	reviewed	Ascorbate-specific PTS system EIIC component (Ascorbate-specific permease IIC component UlaA)	ulaA sgaT yjfS b4193 JW5744	Escherichia coli (strain K12)	465
P69820	ULAC_ECOLI	reviewed	Ascorbate-specific PTS system EIIA component (Ascorbate-specific phosphotransferase enzyme IIA component)	ulaC ptxA sgaA yjfU b4195 JW4153	Escherichia coli (strain K12)	154
P39304	ULAD_ECOLI	reviewed	3-keto-L-gulonate-6-phosphate decarboxylase UlaD (EC 4.1.1.85) (3-dehydro-L-gulonate-6-phosphate decarboxylase) (KGPDC) (L-ascorbate utilization protein D)	ulaD sgaH yjfV b4196 JW4154	Escherichia coli (strain K12)	216
P39306	ULAF_ECOLI	reviewed	L-ribulose-5-phosphate 4-epimerase UlaF (EC 5.1.3.4) (L-ascorbate utilization protein F) (Phosphoribulose isomerase)	ulaF sgaE yjfX b4198 JW4156	Escherichia coli (strain K12)	228
Q00042	TNPX_ECOLI	reviewed	Putative transposon gamma-delta 80.3 kDa protein (Transposon Tn1000 protein TnpX)	tnpX ECOK12F008	Escherichia coli (strain K12)	698
P38684	TORR_ECOLI	reviewed	TorCAD operon transcriptional regulatory protein TorR	torR b0995 JW0980	Escherichia coli (strain K12)	230
P38683	TORT_ECOLI	reviewed	Periplasmic protein TorT	torT yccH b0994 JW0979	Escherichia coli (strain K12)	342
P46923	TORZ_ECOLI	reviewed	Trimethylamine-N-oxide reductase 2 (TMAO reductase 2) (Trimethylamine oxidase 2) (EC 1.7.2.3)	torZ bisZ b1872 JW1861	Escherichia coli (strain K12)	809
P0AAU7	YBFE_ECOLI	reviewed	Uncharacterized protein YbfE	ybfE b0685 JW5816	Escherichia coli (strain K12)	97
P75737	YBFP_ECOLI	reviewed	Uncharacterized lipoprotein YbfP	ybfP b0689 JW0676	Escherichia coli (strain K12)	164
Q2EEQ8	YBFQ_ECOLI	reviewed	Inactive transposase YbfQ	ybfQ b4514 JW0694	Escherichia coli (strain K12)	84
P0A8Z3	YBGC_ECOLI	reviewed	Acyl-CoA thioester hydrolase YbgC (Acyl-CoA thioesterase) (EC 3.1.2.-)	ybgC b0736 JW0726	Escherichia coli (strain K12)	134
P12994	YBHB_ECOLI	reviewed	UPF0098 protein YbhB	ybhB b0773 JW0756	Escherichia coli (strain K12)	158
P52696	YBHD_ECOLI	reviewed	Uncharacterized HTH-type transcriptional regulator YbhD	ybhD b0768 JW5896	Escherichia coli (strain K12)	317
P30177	YBIB_ECOLI	reviewed	Uncharacterized protein YbiB	ybiB b0800 JW0785	Escherichia coli (strain K12)	320
P64439	YBJM_ECOLI	reviewed	Inner membrane protein YbjM	ybjM b0848 JW0832	Escherichia coli (strain K12)	125
P0AAY6	YBJN_ECOLI	reviewed	Uncharacterized protein YbjN	ybjN b0853 JW0837	Escherichia coli (strain K12)	158
P0A8C1	YBJQ_ECOLI	reviewed	UPF0145 protein YbjQ	ybjQ b0866 JW0850	Escherichia coli (strain K12)	107
P21367	YCAC_ECOLI	reviewed	Probable hydrolase YcaC (EC 4.-.-.-)	ycaC b0897 JW0880	Escherichia coli (strain K12)	208
P21503	YCAD_ECOLI	reviewed	Uncharacterized MFS-type transporter YcaD	ycaD b0898 JW0881	Escherichia coli (strain K12)	382
P43674	YCAL_ECOLI	reviewed	Metalloprotease YcaL (EC 3.4.-.-)	ycaL b0909 JW0892	Escherichia coli (strain K12)	254
P75835	YCAM_ECOLI	reviewed	Inner membrane transporter YcaM	ycaM b0899 JW5119	Escherichia coli (strain K12)	476
P75838	YCAO_ECOLI	reviewed	Ribosomal protein S12 methylthiotransferase accessory factor YcaO	ycaO b0905 JW0888	Escherichia coli (strain K12)	586
P22525	YCBB_ECOLI	reviewed	Probable L,D-transpeptidase YcbB (EC 2.-.-.-)	ycbB b0925 JW0908	Escherichia coli (strain K12)	615
P40876	YCBF_ECOLI	reviewed	Uncharacterized fimbrial chaperone YcbF	ycbF b0944 JW5124	Escherichia coli (strain K12)	236
P0AB06	YCBK_ECOLI	reviewed	Uncharacterized protein YcbK	ycbK b0926 JW0909	Escherichia coli (strain K12)	182
P75859	YCBU_ECOLI	reviewed	Uncharacterized fimbrial-like protein YcbU	ycbU b0942 JW0925	Escherichia coli (strain K12)	180
P75863	YCBX_ECOLI	reviewed	Uncharacterized protein YcbX	ycbX b0947 JW5126	Escherichia coli (strain K12)	369
P0AAC6	YCCA_ECOLI	reviewed	Modulator of FtsH protease YccA	yccA b0970 JW0953	Escherichia coli (strain K12)	219
P36661	YCCE_ECOLI	reviewed	Uncharacterized protein YccE (ORF-D)	yccE b1001 JW0986	Escherichia coli (strain K12)	418
P0AB14	YCCJ_ECOLI	reviewed	Uncharacterized protein YccJ	yccJ b1003 JW0988	Escherichia coli (strain K12)	75
P52636	YCCM_ECOLI	reviewed	Putative electron transport protein YccM	yccM b0992 JW0977	Escherichia coli (strain K12)	357
